name,ec,margin,winner
Alabama,9,Trump +18.6%,R
Alaska,3,Trump +9.03%,R
Arizona,11,Biden +2.89%,D
Arkansas,6,Trump +3.14%,R
California,55,Biden +34.69%,D
Colorado,9,Biden +14.93%,D
Connecticut,7,Biden +28.27%,D
District of Columbia,3,Biden +89.34%,D
Delaware,3,Biden +25.35%,D
Florida,29,Biden +8.73%,D
Georgia,16,Trump +2.74%,R
Hawaii,4,Biden +39.67%,D
Idaho,4,Trump +37.47%,R
Illinois,20,Biden +22.15%,D
Indiana,11,Trump +11.51%,R
Iowa,6,Biden +0.16%,D
Kansas,6,Trump +14.33%,R
Kentucky,8,Trump +20.03%,R
Louisiana,8,Trump +21.39%,R
Maine,2,Biden +15.44%,D
Maine 1st District,1,Biden +23.26%,D
Maine 2nd District,1,Biden +3.98%,D
Maryland,10,Biden +28.54%,D
Massachusetts,11,Biden +37.87%,D
Michigan,16,Biden +8.12%,D
Minnesota,10,Biden +9.92%,D
Mississippi,6,Trump +12.34%,R
Missouri,10,Trump +7.22%,R
Montana,3,Trump +12.2%,R
Nebraska,2,Trump +28.07%,R
Nebraska 1st District,1,Trump +41.8%,R
Nebraska 2nd District,1,Biden +5.15%,D
Nebraska 3rd District,1,Trump +57.8%,R
Nevada,6,Biden +9.34%,D
New Hampshire,4,Biden +9.14%,D
New Jersey,14,Biden +26.01%,D
New Mexico,5,Biden +16.93%,D
New York,29,Biden +29.98%,D
North Carolina,15,Biden +2.67%,D
North Dakota,3,Trump +21.33%,R
Ohio,18,Biden +0.17%,D
Oklahoma,7,Trump +27.69%,R
Oregon,7,Biden +30.32%,D
Pennsylvania,20,Biden +7.61%,D
Rhode Island,4,Biden +25.58%,D
South Carolina,9,Trump +11.36%,R
South Dakota,3,Trump +25.32%,R
Tennessee,11,Trump +13.66%,R
Texas,38,Biden +0.49%,D
Utah,6,Trump +9.81%,R
Vermont,3,Biden +28.52%,D
Virginia,13,Trump +11.49%,R
Washington,12,Biden +30.68%,D
West Virginia,5,Trump +54.49%,R
Wisconsin,10,Biden +7.86%,D
Wyoming,3,Trump +54.7%,R
384,154
