name,ec,margin,winner
Alabama,9,Trump +19.78%,R
Alaska,3,Trump +6.28%,R
Arizona,11,Biden +2.2%,D
Arkansas,6,Trump +2.47%,R
California,55,Biden +31.99%,D
Colorado,9,Biden +15.55%,D
Connecticut,7,Biden +28.3%,D
District of Columbia,3,Biden +89.92%,D
Delaware,3,Biden +21.63%,D
Florida,29,Biden +6.66%,D
Georgia,16,Trump +1.58%,R
Hawaii,4,Biden +40.42%,D
Idaho,4,Trump +36.73%,R
Illinois,20,Biden +22.17%,D
Indiana,11,Trump +11.74%,R
Iowa,6,Biden +1.75%,D
Kansas,6,Trump +12.62%,R
Kentucky,8,Trump +18.36%,R
Louisiana,8,Trump +23.38%,R
Maine,2,Biden +14.67%,D
Maine 1st District,1,Biden +24.87%,D
Maine 2nd District,1,Biden +4.97%,D
Maryland,10,Biden +29.29%,D
Massachusetts,11,Biden +38.46%,D
Michigan,16,Biden +9.67%,D
Minnesota,10,Biden +10.7%,D
Mississippi,6,Trump +11.12%,R
Missouri,10,Trump +8.37%,R
Montana,3,Trump +10.11%,R
Nebraska,2,Trump +29.15%,R
Nebraska 1st District,1,Trump +41.37%,R
Nebraska 2nd District,1,Biden +8.18%,D
Nebraska 3rd District,1,Trump +55.79%,R
Nevada,6,Biden +10.1%,D
New Hampshire,4,Biden +9.0%,D
New Jersey,14,Biden +23.93%,D
New Mexico,5,Biden +16.93%,D
New York,29,Biden +28.46%,D
North Carolina,15,Biden +1.63%,D
North Dakota,3,Trump +20.11%,R
Ohio,18,Biden +1.8%,D
Oklahoma,7,Trump +29.66%,R
Oregon,7,Biden +29.21%,D
Pennsylvania,20,Biden +7.15%,D
Rhode Island,4,Biden +23.66%,D
South Carolina,9,Trump +10.65%,R
South Dakota,3,Trump +23.86%,R
Tennessee,11,Trump +14.36%,R
Texas,38,Biden +0.25%,D
Utah,6,Trump +11.11%,R
Vermont,3,Biden +29.61%,D
Virginia,13,Trump +12.09%,R
Washington,12,Biden +32.68%,D
West Virginia,5,Trump +54.28%,R
Wisconsin,10,Biden +8.6%,D
Wyoming,3,Trump +54.87%,R
384,154
