name,ec,margin,winner
Alabama,9,Trump +19.32%,R
Alaska,3,Trump +6.59%,R
Arizona,11,Biden +4.25%,D
Arkansas,6,Trump +3.52%,R
California,55,Biden +32.66%,D
Colorado,9,Biden +15.06%,D
Connecticut,7,Biden +26.68%,D
District of Columbia,3,Biden +89.04%,D
Delaware,3,Biden +21.95%,D
Florida,29,Biden +6.11%,D
Georgia,16,Trump +1.93%,R
Hawaii,4,Biden +41.21%,D
Idaho,4,Trump +40.41%,R
Illinois,20,Biden +22.12%,D
Indiana,11,Trump +11.96%,R
Iowa,6,Biden +2.29%,D
Kansas,6,Trump +14.28%,R
Kentucky,8,Trump +21.35%,R
Louisiana,8,Trump +22.55%,R
Maine,2,Biden +18.09%,D
Maine 1st District,1,Biden +23.77%,D
Maine 2nd District,1,Biden +6.58%,D
Maryland,10,Biden +26.95%,D
Massachusetts,11,Biden +37.86%,D
Michigan,16,Biden +9.09%,D
Minnesota,10,Biden +9.12%,D
Mississippi,6,Trump +9.98%,R
Missouri,10,Trump +6.7%,R
Montana,3,Trump +10.99%,R
Nebraska,2,Trump +30.19%,R
Nebraska 1st District,1,Trump +41.18%,R
Nebraska 2nd District,1,Biden +4.76%,D
Nebraska 3rd District,1,Trump +55.46%,R
Nevada,6,Biden +7.47%,D
New Hampshire,4,Biden +10.08%,D
New Jersey,14,Biden +25.69%,D
New Mexico,5,Biden +14.09%,D
New York,29,Biden +29.77%,D
North Carolina,15,Biden +1.44%,D
North Dakota,3,Trump +20.95%,R
Ohio,18,Trump +0.29%,R
Oklahoma,7,Trump +27.66%,R
Oregon,7,Biden +30.02%,D
Pennsylvania,20,Biden +9.54%,D
Rhode Island,4,Biden +25.93%,D
South Carolina,9,Trump +11.27%,R
South Dakota,3,Trump +21.48%,R
Tennessee,11,Trump +16.21%,R
Texas,38,Biden +0.3%,D
Utah,6,Trump +11.19%,R
Vermont,3,Biden +27.81%,D
Virginia,13,Trump +11.75%,R
Washington,12,Biden +31.24%,D
West Virginia,5,Trump +57.06%,R
Wisconsin,10,Biden +8.44%,D
Wyoming,3,Trump +55.23%,R
366,172
