name,ec,margin,winner
Alabama,9,Trump +17.71%,R
Alaska,3,Trump +6.89%,R
Arizona,11,Biden +1.16%,D
Arkansas,6,Trump +5.15%,R
California,55,Biden +34.7%,D
Colorado,9,Biden +15.01%,D
Connecticut,7,Biden +28.32%,D
District of Columbia,3,Biden +88.75%,D
Delaware,3,Biden +21.68%,D
Florida,29,Biden +5.92%,D
Georgia,16,Trump +2.03%,R
Hawaii,4,Biden +39.82%,D
Idaho,4,Trump +38.39%,R
Illinois,20,Biden +22.17%,D
Indiana,11,Trump +12.03%,R
Iowa,6,Biden +1.99%,D
Kansas,6,Trump +14.06%,R
Kentucky,8,Trump +20.46%,R
Louisiana,8,Trump +21.18%,R
Maine,2,Biden +15.15%,D
Maine 1st District,1,Biden +25.28%,D
Maine 2nd District,1,Biden +2.86%,D
Maryland,10,Biden +28.21%,D
Massachusetts,11,Biden +37.88%,D
Michigan,16,Biden +10.73%,D
Minnesota,10,Biden +9.82%,D
Mississippi,6,Trump +9.81%,R
Missouri,10,Trump +7.77%,R
Montana,3,Trump +9.72%,R
Nebraska,2,Trump +31.21%,R
Nebraska 1st District,1,Trump +40.11%,R
Nebraska 2nd District,1,Biden +5.29%,D
Nebraska 3rd District,1,Trump +56.96%,R
Nevada,6,Biden +7.58%,D
New Hampshire,4,Biden +9.0%,D
New Jersey,14,Biden +24.42%,D
New Mexico,5,Biden +18.47%,D
New York,29,Biden +29.92%,D
North Carolina,15,Biden +2.59%,D
North Dakota,3,Trump +19.67%,R
Ohio,18,Trump +1.47%,R
Oklahoma,7,Trump +26.08%,R
Oregon,7,Biden +28.21%,D
Pennsylvania,20,Biden +7.65%,D
Rhode Island,4,Biden +23.7%,D
South Carolina,9,Trump +11.43%,R
South Dakota,3,Trump +22.72%,R
Tennessee,11,Trump +13.37%,R
Texas,38,Trump +1.59%,R
Utah,6,Trump +11.23%,R
Vermont,3,Biden +28.46%,D
Virginia,13,Trump +13.63%,R
Washington,12,Biden +31.16%,D
West Virginia,5,Trump +54.53%,R
Wisconsin,10,Biden +8.97%,D
Wyoming,3,Trump +55.82%,R
328,210
