name,ec,margin,winner
Alabama,9,Trump +18.63%,R
Alaska,3,Trump +8.0%,R
Arizona,11,Biden +2.04%,D
Arkansas,6,Trump +3.28%,R
California,55,Biden +32.93%,D
Colorado,9,Biden +16.54%,D
Connecticut,7,Biden +27.87%,D
District of Columbia,3,Biden +88.67%,D
Delaware,3,Biden +20.51%,D
Florida,29,Biden +6.89%,D
Georgia,16,Trump +2.2%,R
Hawaii,4,Biden +40.77%,D
Idaho,4,Trump +40.22%,R
Illinois,20,Biden +22.38%,D
Indiana,11,Trump +13.17%,R
Iowa,6,Biden +2.31%,D
Kansas,6,Trump +13.19%,R
Kentucky,8,Trump +19.71%,R
Louisiana,8,Trump +22.88%,R
Maine,2,Biden +17.54%,D
Maine 1st District,1,Biden +24.74%,D
Maine 2nd District,1,Biden +3.05%,D
Maryland,10,Biden +28.07%,D
Massachusetts,11,Biden +36.89%,D
Michigan,16,Biden +8.37%,D
Minnesota,10,Biden +7.98%,D
Mississippi,6,Trump +11.88%,R
Missouri,10,Trump +7.96%,R
Montana,3,Trump +9.3%,R
Nebraska,2,Trump +30.32%,R
Nebraska 1st District,1,Trump +41.41%,R
Nebraska 2nd District,1,Biden +6.7%,D
Nebraska 3rd District,1,Trump +56.22%,R
Nevada,6,Biden +6.57%,D
New Hampshire,4,Biden +9.26%,D
New Jersey,14,Biden +25.82%,D
New Mexico,5,Biden +15.92%,D
New York,29,Biden +30.77%,D
North Carolina,15,Biden +3.59%,D
North Dakota,3,Trump +19.24%,R
Ohio,18,Biden +0.6%,D
Oklahoma,7,Trump +27.58%,R
Oregon,7,Biden +29.41%,D
Pennsylvania,20,Biden +8.73%,D
Rhode Island,4,Biden +27.34%,D
South Carolina,9,Trump +10.07%,R
South Dakota,3,Trump +21.68%,R
Tennessee,11,Trump +13.22%,R
Texas,38,Trump +1.88%,R
Utah,6,Trump +12.75%,R
Vermont,3,Biden +28.1%,D
Virginia,13,Trump +12.12%,R
Washington,12,Biden +31.39%,D
West Virginia,5,Trump +55.3%,R
Wisconsin,10,Biden +6.03%,D
Wyoming,3,Trump +55.69%,R
346,192
