name,ec,margin,winner
Alabama,9,Trump +18.71%,R
Alaska,3,Trump +6.04%,R
Arizona,11,Biden +0.88%,D
Arkansas,6,Trump +4.23%,R
California,55,Biden +33.29%,D
Colorado,9,Biden +14.56%,D
Connecticut,7,Biden +29.44%,D
District of Columbia,3,Biden +89.63%,D
Delaware,3,Biden +22.44%,D
Florida,29,Biden +6.72%,D
Georgia,16,Trump +2.52%,R
Hawaii,4,Biden +41.09%,D
Idaho,4,Trump +38.13%,R
Illinois,20,Biden +21.32%,D
Indiana,11,Trump +10.31%,R
Iowa,6,Biden +2.4%,D
Kansas,6,Trump +15.04%,R
Kentucky,8,Trump +20.7%,R
Louisiana,8,Trump +21.75%,R
Maine,2,Biden +15.44%,D
Maine 1st District,1,Biden +25.67%,D
Maine 2nd District,1,Biden +3.64%,D
Maryland,10,Biden +26.46%,D
Massachusetts,11,Biden +38.09%,D
Michigan,16,Biden +10.06%,D
Minnesota,10,Biden +9.14%,D
Mississippi,6,Trump +12.24%,R
Missouri,10,Trump +7.48%,R
Montana,3,Trump +9.18%,R
Nebraska,2,Trump +29.19%,R
Nebraska 1st District,1,Trump +41.6%,R
Nebraska 2nd District,1,Biden +4.1%,D
Nebraska 3rd District,1,Trump +57.36%,R
Nevada,6,Biden +8.24%,D
New Hampshire,4,Biden +9.57%,D
New Jersey,14,Biden +26.26%,D
New Mexico,5,Biden +15.7%,D
New York,29,Biden +30.96%,D
North Carolina,15,Biden +4.56%,D
North Dakota,3,Trump +20.96%,R
Ohio,18,Trump +0.14%,R
Oklahoma,7,Trump +27.27%,R
Oregon,7,Biden +31.38%,D
Pennsylvania,20,Biden +8.62%,D
Rhode Island,4,Biden +26.03%,D
South Carolina,9,Trump +10.26%,R
South Dakota,3,Trump +23.51%,R
Tennessee,11,Trump +13.47%,R
Texas,38,Trump +1.01%,R
Utah,6,Trump +10.82%,R
Vermont,3,Biden +27.58%,D
Virginia,13,Trump +11.32%,R
Washington,12,Biden +29.7%,D
West Virginia,5,Trump +55.93%,R
Wisconsin,10,Biden +7.42%,D
Wyoming,3,Trump +54.3%,R
328,210
