name,ec,margin,winner
Alabama,9,Trump +17.49%,R
Alaska,3,Trump +9.01%,R
Arizona,11,Biden +1.46%,D
Arkansas,6,Trump +3.61%,R
California,55,Biden +33.08%,D
Colorado,9,Biden +15.59%,D
Connecticut,7,Biden +28.74%,D
District of Columbia,3,Biden +89.5%,D
Delaware,3,Biden +20.7%,D
Florida,29,Biden +4.51%,D
Georgia,16,Trump +1.79%,R
Hawaii,4,Biden +40.84%,D
Idaho,4,Trump +38.39%,R
Illinois,20,Biden +22.4%,D
Indiana,11,Trump +11.08%,R
Iowa,6,Biden +2.1%,D
Kansas,6,Trump +12.88%,R
Kentucky,8,Trump +19.99%,R
Louisiana,8,Trump +22.93%,R
Maine,2,Biden +15.64%,D
Maine 1st District,1,Biden +24.49%,D
Maine 2nd District,1,Biden +5.93%,D
Maryland,10,Biden +29.0%,D
Massachusetts,11,Biden +38.03%,D
Michigan,16,Biden +9.39%,D
Minnesota,10,Biden +10.92%,D
Mississippi,6,Trump +10.11%,R
Missouri,10,Trump +9.05%,R
Montana,3,Trump +10.1%,R
Nebraska,2,Trump +30.28%,R
Nebraska 1st District,1,Trump +40.81%,R
Nebraska 2nd District,1,Biden +6.46%,D
Nebraska 3rd District,1,Trump +55.03%,R
Nevada,6,Biden +9.2%,D
New Hampshire,4,Biden +8.17%,D
New Jersey,14,Biden +24.99%,D
New Mexico,5,Biden +17.41%,D
New York,29,Biden +28.74%,D
North Carolina,15,Biden +4.53%,D
North Dakota,3,Trump +21.1%,R
Ohio,18,Trump +0.36%,R
Oklahoma,7,Trump +26.68%,R
Oregon,7,Biden +30.77%,D
Pennsylvania,20,Biden +9.56%,D
Rhode Island,4,Biden +25.44%,D
South Carolina,9,Trump +11.76%,R
South Dakota,3,Trump +24.06%,R
Tennessee,11,Trump +13.89%,R
Texas,38,Trump +0.61%,R
Utah,6,Trump +11.23%,R
Vermont,3,Biden +29.4%,D
Virginia,13,Trump +12.88%,R
Washington,12,Biden +31.14%,D
West Virginia,5,Trump +56.28%,R
Wisconsin,10,Biden +6.48%,D
Wyoming,3,Trump +55.14%,R
328,210
