name,ec,margin,winner
Alabama,9,Trump +18.81%,R
Alaska,3,Trump +7.78%,R
Arizona,11,Biden +2.92%,D
Arkansas,6,Trump +3.34%,R
California,55,Biden +34.66%,D
Colorado,9,Biden +14.77%,D
Connecticut,7,Biden +27.56%,D
District of Columbia,3,Biden +89.31%,D
Delaware,3,Biden +23.86%,D
Florida,29,Biden +7.3%,D
Georgia,16,Trump +1.64%,R
Hawaii,4,Biden +40.73%,D
Idaho,4,Trump +37.96%,R
Illinois,20,Biden +21.86%,D
Indiana,11,Trump +11.82%,R
Iowa,6,Biden +2.32%,D
Kansas,6,Trump +13.01%,R
Kentucky,8,Trump +19.72%,R
Louisiana,8,Trump +22.45%,R
Maine,2,Biden +15.05%,D
Maine 1st District,1,Biden +23.99%,D
Maine 2nd District,1,Biden +3.87%,D
Maryland,10,Biden +26.26%,D
Massachusetts,11,Biden +37.37%,D
Michigan,16,Biden +10.49%,D
Minnesota,10,Biden +10.1%,D
Mississippi,6,Trump +10.87%,R
Missouri,10,Trump +6.39%,R
Montana,3,Trump +9.49%,R
Nebraska,2,Trump +29.68%,R
Nebraska 1st District,1,Trump +39.04%,R
Nebraska 2nd District,1,Biden +5.88%,D
Nebraska 3rd District,1,Trump +56.31%,R
Nevada,6,Biden +7.64%,D
New Hampshire,4,Biden +8.8%,D
New Jersey,14,Biden +25.38%,D
New Mexico,5,Biden +17.4%,D
New York,29,Biden +31.65%,D
North Carolina,15,Biden +2.42%,D
North Dakota,3,Trump +18.67%,R
Ohio,18,Biden +0.31%,D
Oklahoma,7,Trump +27.1%,R
Oregon,7,Biden +30.52%,D
Pennsylvania,20,Biden +7.31%,D
Rhode Island,4,Biden +25.25%,D
South Carolina,9,Trump +9.86%,R
South Dakota,3,Trump +22.12%,R
Tennessee,11,Trump +14.05%,R
Texas,38,Trump +1.47%,R
Utah,6,Trump +9.46%,R
Vermont,3,Biden +28.92%,D
Virginia,13,Trump +11.93%,R
Washington,12,Biden +31.35%,D
West Virginia,5,Trump +55.76%,R
Wisconsin,10,Biden +8.24%,D
Wyoming,3,Trump +54.5%,R
346,192
