name,ec,margin,winner
Alabama,9,Trump +17.79%,R
Alaska,3,Trump +6.65%,R
Arizona,11,Biden +1.08%,D
Arkansas,6,Trump +2.94%,R
California,55,Biden +32.48%,D
Colorado,9,Biden +16.26%,D
Connecticut,7,Biden +27.21%,D
District of Columbia,3,Biden +89.57%,D
Delaware,3,Biden +23.26%,D
Florida,29,Biden +7.34%,D
Georgia,16,Trump +2.79%,R
Hawaii,4,Biden +40.16%,D
Idaho,4,Trump +36.36%,R
Illinois,20,Biden +22.0%,D
Indiana,11,Trump +11.57%,R
Iowa,6,Biden +0.25%,D
Kansas,6,Trump +13.45%,R
Kentucky,8,Trump +18.22%,R
Louisiana,8,Trump +21.95%,R
Maine,2,Biden +16.36%,D
Maine 1st District,1,Biden +24.93%,D
Maine 2nd District,1,Biden +3.45%,D
Maryland,10,Biden +26.28%,D
Massachusetts,11,Biden +37.4%,D
Michigan,16,Biden +10.59%,D
Minnesota,10,Biden +10.36%,D
Mississippi,6,Trump +12.16%,R
Missouri,10,Trump +7.56%,R
Montana,3,Trump +10.28%,R
Nebraska,2,Trump +30.13%,R
Nebraska 1st District,1,Trump +41.24%,R
Nebraska 2nd District,1,Biden +5.56%,D
Nebraska 3rd District,1,Trump +57.92%,R
Nevada,6,Biden +8.2%,D
New Hampshire,4,Biden +10.3%,D
New Jersey,14,Biden +24.37%,D
New Mexico,5,Biden +16.34%,D
New York,29,Biden +30.06%,D
North Carolina,15,Biden +3.91%,D
North Dakota,3,Trump +19.97%,R
Ohio,18,Trump +0.63%,R
Oklahoma,7,Trump +29.71%,R
Oregon,7,Biden +31.5%,D
Pennsylvania,20,Biden +7.3%,D
Rhode Island,4,Biden +27.26%,D
South Carolina,9,Trump +9.63%,R
South Dakota,3,Trump +24.04%,R
Tennessee,11,Trump +14.13%,R
Texas,38,Trump +0.31%,R
Utah,6,Trump +12.63%,R
Vermont,3,Biden +26.83%,D
Virginia,13,Trump +11.6%,R
Washington,12,Biden +32.25%,D
West Virginia,5,Trump +57.13%,R
Wisconsin,10,Biden +9.74%,D
Wyoming,3,Trump +55.33%,R
328,210
