name,ec,margin,winner
Alabama,9,Trump +18.03%,R
Alaska,3,Trump +6.84%,R
Arizona,11,Biden +3.26%,D
Arkansas,6,Trump +3.01%,R
California,55,Biden +33.8%,D
Colorado,9,Biden +16.53%,D
Connecticut,7,Biden +28.77%,D
District of Columbia,3,Biden +89.23%,D
Delaware,3,Biden +20.97%,D
Florida,29,Biden +4.71%,D
Georgia,16,Trump +3.06%,R
Hawaii,4,Biden +41.24%,D
Idaho,4,Trump +37.67%,R
Illinois,20,Biden +22.0%,D
Indiana,11,Trump +10.9%,R
Iowa,6,Biden +0.3%,D
Kansas,6,Trump +14.2%,R
Kentucky,8,Trump +21.23%,R
Louisiana,8,Trump +24.82%,R
Maine,2,Biden +16.63%,D
Maine 1st District,1,Biden +22.59%,D
Maine 2nd District,1,Biden +3.92%,D
Maryland,10,Biden +26.72%,D
Massachusetts,11,Biden +38.32%,D
Michigan,16,Biden +10.26%,D
Minnesota,10,Biden +9.76%,D
Mississippi,6,Trump +11.65%,R
Missouri,10,Trump +5.62%,R
Montana,3,Trump +10.8%,R
Nebraska,2,Trump +30.04%,R
Nebraska 1st District,1,Trump +40.38%,R
Nebraska 2nd District,1,Biden +7.18%,D
Nebraska 3rd District,1,Trump +57.1%,R
Nevada,6,Biden +7.29%,D
New Hampshire,4,Biden +9.54%,D
New Jersey,14,Biden +25.72%,D
New Mexico,5,Biden +15.79%,D
New York,29,Biden +30.35%,D
North Carolina,15,Biden +4.04%,D
North Dakota,3,Trump +19.73%,R
Ohio,18,Trump +0.79%,R
Oklahoma,7,Trump +27.89%,R
Oregon,7,Biden +29.49%,D
Pennsylvania,20,Biden +8.39%,D
Rhode Island,4,Biden +27.25%,D
South Carolina,9,Trump +10.06%,R
South Dakota,3,Trump +22.89%,R
Tennessee,11,Trump +12.35%,R
Texas,38,Trump +0.71%,R
Utah,6,Trump +12.58%,R
Vermont,3,Biden +28.44%,D
Virginia,13,Trump +10.53%,R
Washington,12,Biden +31.26%,D
West Virginia,5,Trump +54.87%,R
Wisconsin,10,Biden +7.56%,D
Wyoming,3,Trump +55.35%,R
328,210
