name,ec,margin,winner
Alabama,9,Trump +17.54%,R
Alaska,3,Trump +6.72%,R
Arizona,11,Biden +1.57%,D
Arkansas,6,Trump +3.21%,R
California,55,Biden +32.94%,D
Colorado,9,Biden +15.13%,D
Connecticut,7,Biden +26.87%,D
District of Columbia,3,Biden +88.83%,D
Delaware,3,Biden +22.6%,D
Florida,29,Biden +6.55%,D
Georgia,16,Trump +2.61%,R
Hawaii,4,Biden +40.88%,D
Idaho,4,Trump +37.46%,R
Illinois,20,Biden +22.19%,D
Indiana,11,Trump +11.84%,R
Iowa,6,Biden +1.59%,D
Kansas,6,Trump +13.99%,R
Kentucky,8,Trump +19.87%,R
Louisiana,8,Trump +20.79%,R
Maine,2,Biden +14.99%,D
Maine 1st District,1,Biden +23.89%,D
Maine 2nd District,1,Biden +4.75%,D
Maryland,10,Biden +27.39%,D
Massachusetts,11,Biden +38.67%,D
Michigan,16,Biden +7.92%,D
Minnesota,10,Biden +9.77%,D
Mississippi,6,Trump +10.33%,R
Missouri,10,Trump +7.76%,R
Montana,3,Trump +10.37%,R
Nebraska,2,Trump +29.48%,R
Nebraska 1st District,1,Trump +40.72%,R
Nebraska 2nd District,1,Biden +7.29%,D
Nebraska 3rd District,1,Trump +56.39%,R
Nevada,6,Biden +8.66%,D
New Hampshire,4,Biden +8.45%,D
New Jersey,14,Biden +25.08%,D
New Mexico,5,Biden +17.04%,D
New York,29,Biden +30.15%,D
North Carolina,15,Biden +4.24%,D
North Dakota,3,Trump +19.43%,R
Ohio,18,Biden +0.08%,D
Oklahoma,7,Trump +26.66%,R
Oregon,7,Biden +31.11%,D
Pennsylvania,20,Biden +9.64%,D
Rhode Island,4,Biden +24.7%,D
South Carolina,9,Trump +9.03%,R
South Dakota,3,Trump +22.4%,R
Tennessee,11,Trump +12.1%,R
Texas,38,Trump +0.66%,R
Utah,6,Trump +10.1%,R
Vermont,3,Biden +29.13%,D
Virginia,13,Trump +9.21%,R
Washington,12,Biden +30.52%,D
West Virginia,5,Trump +55.48%,R
Wisconsin,10,Biden +7.67%,D
Wyoming,3,Trump +54.78%,R
346,192
