name,ec,margin,winner
Alabama,9,Trump +21.26%,R
Alaska,3,Biden +2.59%,D
Arizona,11,Trump +2.04%,R
Arkansas,6,Trump +25.86%,R
California,55,Biden +26.87%,D
Colorado,9,Biden +5.44%,D
Connecticut,7,Biden +20.63%,D
District of Columbia,3,Biden +78.64%,D
Delaware,3,Biden +28.13%,D
Florida,29,Trump +4.08%,R
Georgia,16,Trump +10.08%,R
Hawaii,4,Biden +35.44%,D
Idaho,4,Trump +25.44%,R
Illinois,20,Biden +16.17%,D
Indiana,11,Trump +13.46%,R
Iowa,6,Trump +6.65%,R
Kansas,6,Trump +25.68%,R
Kentucky,8,Trump +18.79%,R
Louisiana,8,Trump +19.11%,R
Maine,2,Biden +7.48%,D
Maine 1st District,1,Biden +14.52%,D
Maine 2nd District,1,Biden +5.58%,D
Maryland,10,Biden +41.3%,D
Massachusetts,11,Biden +38.81%,D
Michigan,16,Trump +0.42%,R
Minnesota,10,Biden +12.92%,D
Mississippi,6,Trump +48.19%,R
Missouri,10,Trump +6.19%,R
Montana,3,Trump +13.87%,R
Nebraska,2,Trump +31.04%,R
Nebraska 1st District,1,Trump +31.76%,R
Nebraska 2nd District,1,Trump +5.37%,R
Nebraska 3rd District,1,Trump +32.13%,R
Nevada,6,Biden +2.55%,D
New Hampshire,4,Biden +14.57%,D
New Jersey,14,Biden +14.25%,D
New Mexico,5,Biden +3.01%,D
New York,29,Biden +22.77%,D
North Carolina,15,Biden +0.43%,D
North Dakota,3,Trump +17.67%,R
Ohio,18,Trump +7.83%,R
Oklahoma,7,Trump +34.24%,R
Oregon,7,Biden +11.43%,D
Pennsylvania,20,Biden +7.06%,D
Rhode Island,4,Biden +25.54%,D
South Carolina,9,Trump +15.45%,R
South Dakota,3,Trump +17.29%,R
Tennessee,11,Trump +14.1%,R
Texas,38,Trump +17.5%,R
Utah,6,Trump +15.1%,R
Vermont,3,Biden +34.15%,D
Virginia,13,Biden +6.46%,D
Washington,12,Biden +19.61%,D
West Virginia,5,Trump +37.27%,R
Wisconsin,10,Biden +10.87%,D
Wyoming,3,Trump +47.88%,R
281,257
