name,ec,margin,winner
Alabama,9,Trump +21.28%,R
Alaska,3,Biden +3.35%,D
Arizona,11,Trump +0.92%,R
Arkansas,6,Trump +24.23%,R
California,55,Biden +28.23%,D
Colorado,9,Biden +5.53%,D
Connecticut,7,Biden +19.86%,D
District of Columbia,3,Biden +78.72%,D
Delaware,3,Biden +28.26%,D
Florida,29,Trump +5.55%,R
Georgia,16,Trump +10.5%,R
Hawaii,4,Biden +37.78%,D
Idaho,4,Trump +24.95%,R
Illinois,20,Biden +14.96%,D
Indiana,11,Trump +13.18%,R
Iowa,6,Trump +6.83%,R
Kansas,6,Trump +28.32%,R
Kentucky,8,Trump +18.28%,R
Louisiana,8,Trump +19.09%,R
Maine,2,Biden +7.09%,D
Maine 1st District,1,Biden +14.09%,D
Maine 2nd District,1,Biden +5.69%,D
Maryland,10,Biden +41.96%,D
Massachusetts,11,Biden +37.38%,D
Michigan,16,Trump +0.3%,R
Minnesota,10,Biden +12.91%,D
Mississippi,6,Trump +48.26%,R
Missouri,10,Trump +9.98%,R
Montana,3,Trump +13.43%,R
Nebraska,2,Trump +32.43%,R
Nebraska 1st District,1,Trump +32.91%,R
Nebraska 2nd District,1,Trump +4.04%,R
Nebraska 3rd District,1,Trump +33.66%,R
Nevada,6,Trump +0.63%,R
New Hampshire,4,Biden +13.48%,D
New Jersey,14,Biden +13.5%,D
New Mexico,5,Biden +5.12%,D
New York,29,Biden +22.87%,D
North Carolina,15,Trump +1.21%,R
North Dakota,3,Trump +15.79%,R
Ohio,18,Trump +7.92%,R
Oklahoma,7,Trump +33.2%,R
Oregon,7,Biden +11.8%,D
Pennsylvania,20,Biden +8.74%,D
Rhode Island,4,Biden +23.72%,D
South Carolina,9,Trump +13.98%,R
South Dakota,3,Trump +17.84%,R
Tennessee,11,Trump +13.07%,R
Texas,38,Trump +19.68%,R
Utah,6,Trump +14.37%,R
Vermont,3,Biden +34.19%,D
Virginia,13,Biden +7.89%,D
Washington,12,Biden +19.54%,D
West Virginia,5,Trump +38.09%,R
Wisconsin,10,Biden +10.93%,D
Wyoming,3,Trump +49.38%,R
260,278
