name,ec,margin,winner
Alabama,9,Trump +22.06%,R
Alaska,3,Biden +3.15%,D
Arizona,11,Trump +2.78%,R
Arkansas,6,Trump +26.03%,R
California,55,Biden +27.91%,D
Colorado,9,Biden +6.29%,D
Connecticut,7,Biden +21.45%,D
District of Columbia,3,Biden +77.98%,D
Delaware,3,Biden +29.29%,D
Florida,29,Trump +2.38%,R
Georgia,16,Trump +7.68%,R
Hawaii,4,Biden +37.15%,D
Idaho,4,Trump +26.02%,R
Illinois,20,Biden +14.13%,D
Indiana,11,Trump +13.47%,R
Iowa,6,Trump +6.38%,R
Kansas,6,Trump +26.28%,R
Kentucky,8,Trump +19.78%,R
Louisiana,8,Trump +18.08%,R
Maine,2,Biden +6.85%,D
Maine 1st District,1,Biden +16.3%,D
Maine 2nd District,1,Biden +5.52%,D
Maryland,10,Biden +40.99%,D
Massachusetts,11,Biden +39.87%,D
Michigan,16,Biden +1.74%,D
Minnesota,10,Biden +13.83%,D
Mississippi,6,Trump +47.11%,R
Missouri,10,Trump +8.23%,R
Montana,3,Trump +14.84%,R
Nebraska,2,Trump +32.82%,R
Nebraska 1st District,1,Trump +32.1%,R
Nebraska 2nd District,1,Trump +5.0%,R
Nebraska 3rd District,1,Trump +31.58%,R
Nevada,6,Biden +1.52%,D
New Hampshire,4,Biden +14.48%,D
New Jersey,14,Biden +15.66%,D
New Mexico,5,Biden +5.81%,D
New York,29,Biden +22.03%,D
North Carolina,15,Biden +0.64%,D
North Dakota,3,Trump +15.7%,R
Ohio,18,Trump +7.82%,R
Oklahoma,7,Trump +32.04%,R
Oregon,7,Biden +10.53%,D
Pennsylvania,20,Biden +12.06%,D
Rhode Island,4,Biden +25.12%,D
South Carolina,9,Trump +15.9%,R
South Dakota,3,Trump +17.66%,R
Tennessee,11,Trump +13.78%,R
Texas,38,Trump +17.21%,R
Utah,6,Trump +16.74%,R
Vermont,3,Biden +35.67%,D
Virginia,13,Biden +6.98%,D
Washington,12,Biden +21.09%,D
West Virginia,5,Trump +36.91%,R
Wisconsin,10,Biden +11.43%,D
Wyoming,3,Trump +47.7%,R
297,241
