name,ec,margin,winner
Alabama,9,Trump +20.43%,R
Alaska,3,Biden +0.96%,D
Arizona,11,Trump +1.26%,R
Arkansas,6,Trump +24.02%,R
California,55,Biden +26.23%,D
Colorado,9,Biden +5.68%,D
Connecticut,7,Biden +21.05%,D
District of Columbia,3,Biden +79.14%,D
Delaware,3,Biden +29.01%,D
Florida,29,Trump +3.23%,R
Georgia,16,Trump +9.01%,R
Hawaii,4,Biden +34.59%,D
Idaho,4,Trump +24.3%,R
Illinois,20,Biden +14.83%,D
Indiana,11,Trump +15.89%,R
Iowa,6,Trump +8.12%,R
Kansas,6,Trump +26.14%,R
Kentucky,8,Trump +18.06%,R
Louisiana,8,Trump +18.5%,R
Maine,2,Biden +5.94%,D
Maine 1st District,1,Biden +16.33%,D
Maine 2nd District,1,Biden +6.82%,D
Maryland,10,Biden +39.06%,D
Massachusetts,11,Biden +38.46%,D
Michigan,16,Biden +0.02%,D
Minnesota,10,Biden +15.37%,D
Mississippi,6,Trump +47.09%,R
Missouri,10,Trump +7.6%,R
Montana,3,Trump +14.59%,R
Nebraska,2,Trump +32.29%,R
Nebraska 1st District,1,Trump +31.63%,R
Nebraska 2nd District,1,Trump +2.85%,R
Nebraska 3rd District,1,Trump +33.29%,R
Nevada,6,Biden +0.71%,D
New Hampshire,4,Biden +13.71%,D
New Jersey,14,Biden +15.06%,D
New Mexico,5,Biden +4.46%,D
New York,29,Biden +23.3%,D
North Carolina,15,Biden +0.89%,D
North Dakota,3,Trump +14.49%,R
Ohio,18,Trump +8.29%,R
Oklahoma,7,Trump +33.72%,R
Oregon,7,Biden +11.79%,D
Pennsylvania,20,Biden +7.72%,D
Rhode Island,4,Biden +24.9%,D
South Carolina,9,Trump +14.02%,R
South Dakota,3,Trump +17.01%,R
Tennessee,11,Trump +13.13%,R
Texas,38,Trump +16.52%,R
Utah,6,Trump +13.49%,R
Vermont,3,Biden +35.47%,D
Virginia,13,Biden +8.05%,D
Washington,12,Biden +19.01%,D
West Virginia,5,Trump +35.45%,R
Wisconsin,10,Biden +9.7%,D
Wyoming,3,Trump +48.23%,R
297,241
