name,ec,margin,winner
Alabama,9,Trump +19.32%,R
Alaska,3,Biden +4.57%,D
Arizona,11,Trump +2.54%,R
Arkansas,6,Trump +24.93%,R
California,55,Biden +26.32%,D
Colorado,9,Biden +7.14%,D
Connecticut,7,Biden +19.83%,D
District of Columbia,3,Biden +79.19%,D
Delaware,3,Biden +26.0%,D
Florida,29,Trump +4.46%,R
Georgia,16,Trump +9.68%,R
Hawaii,4,Biden +38.49%,D
Idaho,4,Trump +24.19%,R
Illinois,20,Biden +15.46%,D
Indiana,11,Trump +14.44%,R
Iowa,6,Trump +7.1%,R
Kansas,6,Trump +27.81%,R
Kentucky,8,Trump +18.97%,R
Louisiana,8,Trump +18.44%,R
Maine,2,Biden +5.77%,D
Maine 1st District,1,Biden +16.85%,D
Maine 2nd District,1,Biden +7.76%,D
Maryland,10,Biden +40.88%,D
Massachusetts,11,Biden +36.6%,D
Michigan,16,Trump +2.24%,R
Minnesota,10,Biden +13.27%,D
Mississippi,6,Trump +47.68%,R
Missouri,10,Trump +7.42%,R
Montana,3,Trump +11.84%,R
Nebraska,2,Trump +31.85%,R
Nebraska 1st District,1,Trump +31.76%,R
Nebraska 2nd District,1,Trump +6.36%,R
Nebraska 3rd District,1,Trump +33.55%,R
Nevada,6,Biden +1.35%,D
New Hampshire,4,Biden +14.81%,D
New Jersey,14,Biden +13.09%,D
New Mexico,5,Biden +3.72%,D
New York,29,Biden +20.94%,D
North Carolina,15,Biden +1.24%,D
North Dakota,3,Trump +16.15%,R
Ohio,18,Trump +9.06%,R
Oklahoma,7,Trump +33.05%,R
Oregon,7,Biden +11.47%,D
Pennsylvania,20,Biden +8.37%,D
Rhode Island,4,Biden +25.35%,D
South Carolina,9,Trump +14.2%,R
South Dakota,3,Trump +18.44%,R
Tennessee,11,Trump +14.74%,R
Texas,38,Trump +17.54%,R
Utah,6,Trump +15.44%,R
Vermont,3,Biden +34.81%,D
Virginia,13,Biden +7.78%,D
Washington,12,Biden +17.46%,D
West Virginia,5,Trump +36.63%,R
Wisconsin,10,Biden +10.47%,D
Wyoming,3,Trump +46.59%,R
281,257
