name,ec,margin,winner
Alabama,9,Trump +21.45%,R
Alaska,3,Biden +3.81%,D
Arizona,11,Trump +3.34%,R
Arkansas,6,Trump +24.58%,R
California,55,Biden +27.96%,D
Colorado,9,Biden +5.11%,D
Connecticut,7,Biden +19.58%,D
District of Columbia,3,Biden +79.66%,D
Delaware,3,Biden +28.74%,D
Florida,29,Trump +4.49%,R
Georgia,16,Trump +9.01%,R
Hawaii,4,Biden +36.14%,D
Idaho,4,Trump +24.45%,R
Illinois,20,Biden +15.09%,D
Indiana,11,Trump +13.35%,R
Iowa,6,Trump +5.52%,R
Kansas,6,Trump +26.87%,R
Kentucky,8,Trump +19.13%,R
Louisiana,8,Trump +17.68%,R
Maine,2,Biden +6.02%,D
Maine 1st District,1,Biden +14.71%,D
Maine 2nd District,1,Biden +6.8%,D
Maryland,10,Biden +42.12%,D
Massachusetts,11,Biden +37.92%,D
Michigan,16,Trump +0.41%,R
Minnesota,10,Biden +12.91%,D
Mississippi,6,Trump +49.03%,R
Missouri,10,Trump +7.5%,R
Montana,3,Trump +11.97%,R
Nebraska,2,Trump +32.86%,R
Nebraska 1st District,1,Trump +31.97%,R
Nebraska 2nd District,1,Trump +5.35%,R
Nebraska 3rd District,1,Trump +32.96%,R
Nevada,6,Biden +0.57%,D
New Hampshire,4,Biden +14.99%,D
New Jersey,14,Biden +13.94%,D
New Mexico,5,Biden +3.78%,D
New York,29,Biden +21.78%,D
North Carolina,15,Trump +0.52%,R
North Dakota,3,Trump +16.46%,R
Ohio,18,Trump +8.48%,R
Oklahoma,7,Trump +34.38%,R
Oregon,7,Biden +12.03%,D
Pennsylvania,20,Biden +8.98%,D
Rhode Island,4,Biden +24.5%,D
South Carolina,9,Trump +15.09%,R
South Dakota,3,Trump +15.81%,R
Tennessee,11,Trump +13.64%,R
Texas,38,Trump +17.54%,R
Utah,6,Trump +14.29%,R
Vermont,3,Biden +35.34%,D
Virginia,13,Biden +7.69%,D
Washington,12,Biden +18.63%,D
West Virginia,5,Trump +35.11%,R
Wisconsin,10,Biden +11.02%,D
Wyoming,3,Trump +47.95%,R
266,272
