name,ec,margin,winner
Alabama,9,Trump +20.49%,R
Alaska,3,Biden +3.1%,D
Arizona,11,Trump +2.92%,R
Arkansas,6,Trump +25.95%,R
California,55,Biden +26.7%,D
Colorado,9,Biden +6.5%,D
Connecticut,7,Biden +19.38%,D
District of Columbia,3,Biden +78.18%,D
Delaware,3,Biden +27.99%,D
Florida,29,Trump +4.32%,R
Georgia,16,Trump +8.44%,R
Hawaii,4,Biden +35.28%,D
Idaho,4,Trump +25.37%,R
Illinois,20,Biden +15.5%,D
Indiana,11,Trump +13.79%,R
Iowa,6,Trump +6.37%,R
Kansas,6,Trump +27.45%,R
Kentucky,8,Trump +20.39%,R
Louisiana,8,Trump +19.41%,R
Maine,2,Biden +6.55%,D
Maine 1st District,1,Biden +14.48%,D
Maine 2nd District,1,Biden +7.57%,D
Maryland,10,Biden +41.01%,D
Massachusetts,11,Biden +38.49%,D
Michigan,16,Biden +0.38%,D
Minnesota,10,Biden +13.38%,D
Mississippi,6,Trump +48.09%,R
Missouri,10,Trump +10.25%,R
Montana,3,Trump +15.16%,R
Nebraska,2,Trump +32.09%,R
Nebraska 1st District,1,Trump +34.16%,R
Nebraska 2nd District,1,Trump +5.2%,R
Nebraska 3rd District,1,Trump +33.21%,R
Nevada,6,Biden +0.68%,D
New Hampshire,4,Biden +13.37%,D
New Jersey,14,Biden +16.23%,D
New Mexico,5,Biden +4.38%,D
New York,29,Biden +21.9%,D
North Carolina,15,Trump +0.15%,R
North Dakota,3,Trump +16.69%,R
Ohio,18,Trump +7.81%,R
Oklahoma,7,Trump +33.49%,R
Oregon,7,Biden +12.02%,D
Pennsylvania,20,Biden +10.51%,D
Rhode Island,4,Biden +23.94%,D
South Carolina,9,Trump +14.16%,R
South Dakota,3,Trump +18.05%,R
Tennessee,11,Trump +12.37%,R
Texas,38,Trump +18.97%,R
Utah,6,Trump +16.48%,R
Vermont,3,Biden +34.15%,D
Virginia,13,Biden +6.7%,D
Washington,12,Biden +19.83%,D
West Virginia,5,Trump +35.36%,R
Wisconsin,10,Biden +11.76%,D
Wyoming,3,Trump +47.81%,R
282,256
