name,ec,margin,winner
Alabama,9,Trump +20.78%,R
Alaska,3,Biden +5.05%,D
Arizona,11,Trump +3.41%,R
Arkansas,6,Trump +26.32%,R
California,55,Biden +26.72%,D
Colorado,9,Biden +6.25%,D
Connecticut,7,Biden +22.11%,D
District of Columbia,3,Biden +77.99%,D
Delaware,3,Biden +27.96%,D
Florida,29,Trump +4.68%,R
Georgia,16,Trump +7.11%,R
Hawaii,4,Biden +34.45%,D
Idaho,4,Trump +26.27%,R
Illinois,20,Biden +15.35%,D
Indiana,11,Trump +14.56%,R
Iowa,6,Trump +7.51%,R
Kansas,6,Trump +27.0%,R
Kentucky,8,Trump +19.35%,R
Louisiana,8,Trump +18.25%,R
Maine,2,Biden +5.87%,D
Maine 1st District,1,Biden +14.43%,D
Maine 2nd District,1,Biden +7.29%,D
Maryland,10,Biden +40.88%,D
Massachusetts,11,Biden +38.16%,D
Michigan,16,Biden +0.01%,D
Minnesota,10,Biden +12.58%,D
Mississippi,6,Trump +48.87%,R
Missouri,10,Trump +7.19%,R
Montana,3,Trump +14.05%,R
Nebraska,2,Trump +32.82%,R
Nebraska 1st District,1,Trump +31.54%,R
Nebraska 2nd District,1,Trump +5.57%,R
Nebraska 3rd District,1,Trump +32.15%,R
Nevada,6,Biden +2.36%,D
New Hampshire,4,Biden +14.2%,D
New Jersey,14,Biden +13.73%,D
New Mexico,5,Biden +2.85%,D
New York,29,Biden +22.84%,D
North Carolina,15,Trump +1.68%,R
North Dakota,3,Trump +17.0%,R
Ohio,18,Trump +9.47%,R
Oklahoma,7,Trump +35.26%,R
Oregon,7,Biden +11.22%,D
Pennsylvania,20,Biden +8.84%,D
Rhode Island,4,Biden +25.42%,D
South Carolina,9,Trump +15.67%,R
South Dakota,3,Trump +18.75%,R
Tennessee,11,Trump +14.77%,R
Texas,38,Trump +20.44%,R
Utah,6,Trump +16.79%,R
Vermont,3,Biden +33.32%,D
Virginia,13,Biden +6.11%,D
Washington,12,Biden +16.42%,D
West Virginia,5,Trump +35.45%,R
Wisconsin,10,Biden +11.93%,D
Wyoming,3,Trump +49.38%,R
282,256
