name,ec,margin,winner
Alabama,9,Trump +19.84%,R
Alaska,3,Biden +3.51%,D
Arizona,11,Trump +3.09%,R
Arkansas,6,Trump +25.89%,R
California,55,Biden +27.14%,D
Colorado,9,Biden +7.58%,D
Connecticut,7,Biden +19.23%,D
District of Columbia,3,Biden +78.51%,D
Delaware,3,Biden +27.77%,D
Florida,29,Trump +3.96%,R
Georgia,16,Trump +10.11%,R
Hawaii,4,Biden +37.05%,D
Idaho,4,Trump +25.84%,R
Illinois,20,Biden +15.24%,D
Indiana,11,Trump +14.44%,R
Iowa,6,Trump +7.51%,R
Kansas,6,Trump +28.69%,R
Kentucky,8,Trump +18.63%,R
Louisiana,8,Trump +18.2%,R
Maine,2,Biden +7.93%,D
Maine 1st District,1,Biden +16.45%,D
Maine 2nd District,1,Biden +7.0%,D
Maryland,10,Biden +41.98%,D
Massachusetts,11,Biden +36.63%,D
Michigan,16,Trump +0.48%,R
Minnesota,10,Biden +12.15%,D
Mississippi,6,Trump +47.2%,R
Missouri,10,Trump +6.44%,R
Montana,3,Trump +11.45%,R
Nebraska,2,Trump +34.02%,R
Nebraska 1st District,1,Trump +32.36%,R
Nebraska 2nd District,1,Trump +3.77%,R
Nebraska 3rd District,1,Trump +30.8%,R
Nevada,6,Trump +0.48%,R
New Hampshire,4,Biden +14.23%,D
New Jersey,14,Biden +14.29%,D
New Mexico,5,Biden +4.37%,D
New York,29,Biden +21.24%,D
North Carolina,15,Biden +1.08%,D
North Dakota,3,Trump +15.93%,R
Ohio,18,Trump +7.66%,R
Oklahoma,7,Trump +31.38%,R
Oregon,7,Biden +11.65%,D
Pennsylvania,20,Biden +9.71%,D
Rhode Island,4,Biden +25.35%,D
South Carolina,9,Trump +14.02%,R
South Dakota,3,Trump +17.59%,R
Tennessee,11,Trump +12.71%,R
Texas,38,Trump +17.34%,R
Utah,6,Trump +15.65%,R
Vermont,3,Biden +34.63%,D
Virginia,13,Biden +8.31%,D
Washington,12,Biden +18.25%,D
West Virginia,5,Trump +37.47%,R
Wisconsin,10,Biden +11.32%,D
Wyoming,3,Trump +47.81%,R
275,263
