name,ec,margin,winner
Alabama,9,Trump +21.51%,R
Alaska,3,Biden +4.26%,D
Arizona,11,Trump +3.31%,R
Arkansas,6,Trump +24.24%,R
California,55,Biden +27.46%,D
Colorado,9,Biden +6.67%,D
Connecticut,7,Biden +17.88%,D
District of Columbia,3,Biden +77.92%,D
Delaware,3,Biden +28.14%,D
Florida,29,Trump +5.32%,R
Georgia,16,Trump +6.97%,R
Hawaii,4,Biden +37.2%,D
Idaho,4,Trump +25.16%,R
Illinois,20,Biden +14.47%,D
Indiana,11,Trump +14.21%,R
Iowa,6,Trump +7.58%,R
Kansas,6,Trump +26.47%,R
Kentucky,8,Trump +20.06%,R
Louisiana,8,Trump +19.19%,R
Maine,2,Biden +7.18%,D
Maine 1st District,1,Biden +16.83%,D
Maine 2nd District,1,Biden +6.23%,D
Maryland,10,Biden +41.61%,D
Massachusetts,11,Biden +37.84%,D
Michigan,16,Trump +1.12%,R
Minnesota,10,Biden +13.47%,D
Mississippi,6,Trump +49.97%,R
Missouri,10,Trump +7.33%,R
Montana,3,Trump +14.07%,R
Nebraska,2,Trump +32.76%,R
Nebraska 1st District,1,Trump +31.76%,R
Nebraska 2nd District,1,Trump +3.58%,R
Nebraska 3rd District,1,Trump +31.16%,R
Nevada,6,Trump +1.31%,R
New Hampshire,4,Biden +11.86%,D
New Jersey,14,Biden +13.33%,D
New Mexico,5,Biden +5.76%,D
New York,29,Biden +20.9%,D
North Carolina,15,Trump +0.51%,R
North Dakota,3,Trump +16.21%,R
Ohio,18,Trump +6.38%,R
Oklahoma,7,Trump +33.87%,R
Oregon,7,Biden +10.31%,D
Pennsylvania,20,Biden +9.28%,D
Rhode Island,4,Biden +25.08%,D
South Carolina,9,Trump +14.3%,R
South Dakota,3,Trump +18.26%,R
Tennessee,11,Trump +12.58%,R
Texas,38,Trump +17.77%,R
Utah,6,Trump +13.95%,R
Vermont,3,Biden +33.22%,D
Virginia,13,Biden +7.5%,D
Washington,12,Biden +19.08%,D
West Virginia,5,Trump +34.74%,R
Wisconsin,10,Biden +10.25%,D
Wyoming,3,Trump +47.97%,R
260,278
