name,ec,margin,winner
Alabama,9,Trump +20.92%,R
Alaska,3,Biden +2.97%,D
Arizona,11,Trump +4.82%,R
Arkansas,6,Trump +24.96%,R
California,55,Biden +27.66%,D
Colorado,9,Biden +4.86%,D
Connecticut,7,Biden +19.66%,D
District of Columbia,3,Biden +79.07%,D
Delaware,3,Biden +28.08%,D
Florida,29,Trump +2.5%,R
Georgia,16,Trump +9.19%,R
Hawaii,4,Biden +36.39%,D
Idaho,4,Trump +26.76%,R
Illinois,20,Biden +14.62%,D
Indiana,11,Trump +13.33%,R
Iowa,6,Trump +7.46%,R
Kansas,6,Trump +26.16%,R
Kentucky,8,Trump +19.61%,R
Louisiana,8,Trump +18.87%,R
Maine,2,Biden +5.72%,D
Maine 1st District,1,Biden +15.94%,D
Maine 2nd District,1,Biden +7.21%,D
Maryland,10,Biden +40.59%,D
Massachusetts,11,Biden +36.21%,D
Michigan,16,Biden +0.11%,D
Minnesota,10,Biden +12.62%,D
Mississippi,6,Trump +48.13%,R
Missouri,10,Trump +7.8%,R
Montana,3,Trump +12.6%,R
Nebraska,2,Trump +31.52%,R
Nebraska 1st District,1,Trump +32.24%,R
Nebraska 2nd District,1,Trump +3.94%,R
Nebraska 3rd District,1,Trump +32.44%,R
Nevada,6,Biden +2.19%,D
New Hampshire,4,Biden +14.21%,D
New Jersey,14,Biden +14.9%,D
New Mexico,5,Biden +4.72%,D
New York,29,Biden +22.33%,D
North Carolina,15,Trump +0.21%,R
North Dakota,3,Trump +15.2%,R
Ohio,18,Trump +6.83%,R
Oklahoma,7,Trump +34.88%,R
Oregon,7,Biden +11.43%,D
Pennsylvania,20,Biden +7.59%,D
Rhode Island,4,Biden +27.0%,D
South Carolina,9,Trump +12.82%,R
South Dakota,3,Trump +17.21%,R
Tennessee,11,Trump +13.02%,R
Texas,38,Trump +19.32%,R
Utah,6,Trump +15.29%,R
Vermont,3,Biden +34.91%,D
Virginia,13,Biden +6.25%,D
Washington,12,Biden +20.94%,D
West Virginia,5,Trump +35.76%,R
Wisconsin,10,Biden +11.3%,D
Wyoming,3,Trump +45.96%,R
282,256
