name,ec,margin,winner
Alabama,9,Trump +20.28%,R
Alaska,3,Biden +3.46%,D
Arizona,11,Trump +3.02%,R
Arkansas,6,Trump +24.93%,R
California,55,Biden +28.4%,D
Colorado,9,Biden +6.1%,D
Connecticut,7,Biden +19.67%,D
District of Columbia,3,Biden +78.78%,D
Delaware,3,Biden +28.15%,D
Florida,29,Trump +4.14%,R
Georgia,16,Trump +9.61%,R
Hawaii,4,Biden +35.41%,D
Idaho,4,Trump +24.67%,R
Illinois,20,Biden +15.41%,D
Indiana,11,Trump +15.18%,R
Iowa,6,Trump +6.48%,R
Kansas,6,Trump +25.77%,R
Kentucky,8,Trump +18.9%,R
Louisiana,8,Trump +18.37%,R
Maine,2,Biden +7.64%,D
Maine 1st District,1,Biden +14.67%,D
Maine 2nd District,1,Biden +4.61%,D
Maryland,10,Biden +42.57%,D
Massachusetts,11,Biden +38.17%,D
Michigan,16,Biden +1.46%,D
Minnesota,10,Biden +13.25%,D
Mississippi,6,Trump +47.95%,R
Missouri,10,Trump +7.11%,R
Montana,3,Trump +13.34%,R
Nebraska,2,Trump +32.16%,R
Nebraska 1st District,1,Trump +33.67%,R
Nebraska 2nd District,1,Trump +4.51%,R
Nebraska 3rd District,1,Trump +31.77%,R
Nevada,6,Biden +1.55%,D
New Hampshire,4,Biden +13.71%,D
New Jersey,14,Biden +13.69%,D
New Mexico,5,Biden +3.63%,D
New York,29,Biden +23.36%,D
North Carolina,15,Trump +0.84%,R
North Dakota,3,Trump +15.65%,R
Ohio,18,Trump +7.94%,R
Oklahoma,7,Trump +31.95%,R
Oregon,7,Biden +11.15%,D
Pennsylvania,20,Biden +9.62%,D
Rhode Island,4,Biden +24.84%,D
South Carolina,9,Trump +14.19%,R
South Dakota,3,Trump +17.97%,R
Tennessee,11,Trump +13.48%,R
Texas,38,Trump +19.29%,R
Utah,6,Trump +15.72%,R
Vermont,3,Biden +36.08%,D
Virginia,13,Biden +6.75%,D
Washington,12,Biden +19.24%,D
West Virginia,5,Trump +35.63%,R
Wisconsin,10,Biden +9.51%,D
Wyoming,3,Trump +49.36%,R
282,256
