name,ec,margin,winner
Alabama,9,Trump +20.89%,R
Alaska,3,Biden +3.12%,D
Arizona,11,Trump +3.76%,R
Arkansas,6,Trump +24.51%,R
California,55,Biden +28.13%,D
Colorado,9,Biden +5.34%,D
Connecticut,7,Biden +20.6%,D
District of Columbia,3,Biden +79.17%,D
Delaware,3,Biden +26.24%,D
Florida,29,Trump +4.07%,R
Georgia,16,Trump +7.19%,R
Hawaii,4,Biden +36.25%,D
Idaho,4,Trump +27.65%,R
Illinois,20,Biden +12.64%,D
Indiana,11,Trump +15.48%,R
Iowa,6,Trump +8.08%,R
Kansas,6,Trump +26.17%,R
Kentucky,8,Trump +19.27%,R
Louisiana,8,Trump +19.2%,R
Maine,2,Biden +6.06%,D
Maine 1st District,1,Biden +16.15%,D
Maine 2nd District,1,Biden +5.76%,D
Maryland,10,Biden +42.32%,D
Massachusetts,11,Biden +38.56%,D
Michigan,16,Biden +0.65%,D
Minnesota,10,Biden +15.01%,D
Mississippi,6,Trump +48.47%,R
Missouri,10,Trump +8.2%,R
Montana,3,Trump +11.72%,R
Nebraska,2,Trump +30.36%,R
Nebraska 1st District,1,Trump +31.78%,R
Nebraska 2nd District,1,Trump +4.38%,R
Nebraska 3rd District,1,Trump +34.36%,R
Nevada,6,Trump +2.03%,R
New Hampshire,4,Biden +16.56%,D
New Jersey,14,Biden +14.61%,D
New Mexico,5,Biden +5.94%,D
New York,29,Biden +21.01%,D
North Carolina,15,Trump +0.56%,R
North Dakota,3,Trump +15.45%,R
Ohio,18,Trump +7.74%,R
Oklahoma,7,Trump +33.88%,R
Oregon,7,Biden +12.7%,D
Pennsylvania,20,Biden +9.57%,D
Rhode Island,4,Biden +25.97%,D
South Carolina,9,Trump +13.67%,R
South Dakota,3,Trump +17.66%,R
Tennessee,11,Trump +11.92%,R
Texas,38,Trump +15.77%,R
Utah,6,Trump +14.31%,R
Vermont,3,Biden +34.19%,D
Virginia,13,Biden +7.03%,D
Washington,12,Biden +18.8%,D
West Virginia,5,Trump +37.17%,R
Wisconsin,10,Biden +12.02%,D
Wyoming,3,Trump +47.69%,R
276,262
