name,ec,margin,winner
Alabama,9,Trump +20.44%,R
Alaska,3,Biden +1.79%,D
Arizona,11,Trump +3.3%,R
Arkansas,6,Trump +25.33%,R
California,55,Biden +26.54%,D
Colorado,9,Biden +6.43%,D
Connecticut,7,Biden +18.43%,D
District of Columbia,3,Biden +79.02%,D
Delaware,3,Biden +27.62%,D
Florida,29,Trump +3.8%,R
Georgia,16,Trump +8.08%,R
Hawaii,4,Biden +37.52%,D
Idaho,4,Trump +26.01%,R
Illinois,20,Biden +14.93%,D
Indiana,11,Trump +14.41%,R
Iowa,6,Trump +6.94%,R
Kansas,6,Trump +27.62%,R
Kentucky,8,Trump +20.43%,R
Louisiana,8,Trump +18.38%,R
Maine,2,Biden +5.83%,D
Maine 1st District,1,Biden +16.95%,D
Maine 2nd District,1,Biden +4.46%,D
Maryland,10,Biden +40.01%,D
Massachusetts,11,Biden +38.26%,D
Michigan,16,Biden +1.09%,D
Minnesota,10,Biden +13.45%,D
Mississippi,6,Trump +47.89%,R
Missouri,10,Trump +8.71%,R
Montana,3,Trump +13.17%,R
Nebraska,2,Trump +32.71%,R
Nebraska 1st District,1,Trump +33.6%,R
Nebraska 2nd District,1,Trump +3.54%,R
Nebraska 3rd District,1,Trump +31.62%,R
Nevada,6,Trump +0.8%,R
New Hampshire,4,Biden +13.47%,D
New Jersey,14,Biden +15.61%,D
New Mexico,5,Biden +3.42%,D
New York,29,Biden +23.68%,D
North Carolina,15,Trump +1.0%,R
North Dakota,3,Trump +15.98%,R
Ohio,18,Trump +8.1%,R
Oklahoma,7,Trump +34.54%,R
Oregon,7,Biden +9.79%,D
Pennsylvania,20,Biden +8.33%,D
Rhode Island,4,Biden +25.01%,D
South Carolina,9,Trump +15.28%,R
South Dakota,3,Trump +17.79%,R
Tennessee,11,Trump +12.47%,R
Texas,38,Trump +17.74%,R
Utah,6,Trump +14.44%,R
Vermont,3,Biden +34.09%,D
Virginia,13,Biden +5.7%,D
Washington,12,Biden +19.06%,D
West Virginia,5,Trump +36.4%,R
Wisconsin,10,Biden +10.7%,D
Wyoming,3,Trump +47.68%,R
276,262
