name,ec,margin,winner
Alabama,9,Trump +21.6%,R
Alaska,3,Biden +2.75%,D
Arizona,11,Trump +2.84%,R
Arkansas,6,Trump +23.55%,R
California,55,Biden +26.39%,D
Colorado,9,Biden +3.47%,D
Connecticut,7,Biden +19.43%,D
District of Columbia,3,Biden +79.08%,D
Delaware,3,Biden +28.4%,D
Florida,29,Trump +2.19%,R
Georgia,16,Trump +10.85%,R
Hawaii,4,Biden +36.43%,D
Idaho,4,Trump +26.12%,R
Illinois,20,Biden +16.45%,D
Indiana,11,Trump +13.33%,R
Iowa,6,Trump +7.63%,R
Kansas,6,Trump +26.23%,R
Kentucky,8,Trump +21.03%,R
Louisiana,8,Trump +18.1%,R
Maine,2,Biden +6.86%,D
Maine 1st District,1,Biden +14.45%,D
Maine 2nd District,1,Biden +7.86%,D
Maryland,10,Biden +41.48%,D
Massachusetts,11,Biden +38.28%,D
Michigan,16,Trump +1.87%,R
Minnesota,10,Biden +12.96%,D
Mississippi,6,Trump +48.1%,R
Missouri,10,Trump +7.27%,R
Montana,3,Trump +13.69%,R
Nebraska,2,Trump +33.03%,R
Nebraska 1st District,1,Trump +32.75%,R
Nebraska 2nd District,1,Trump +4.61%,R
Nebraska 3rd District,1,Trump +33.22%,R
Nevada,6,Biden +1.75%,D
New Hampshire,4,Biden +14.93%,D
New Jersey,14,Biden +13.35%,D
New Mexico,5,Biden +5.13%,D
New York,29,Biden +23.3%,D
North Carolina,15,Trump +1.96%,R
North Dakota,3,Trump +15.31%,R
Ohio,18,Trump +8.9%,R
Oklahoma,7,Trump +34.64%,R
Oregon,7,Biden +11.42%,D
Pennsylvania,20,Biden +9.67%,D
Rhode Island,4,Biden +25.19%,D
South Carolina,9,Trump +15.08%,R
South Dakota,3,Trump +18.41%,R
Tennessee,11,Trump +13.97%,R
Texas,38,Trump +18.53%,R
Utah,6,Trump +15.19%,R
Vermont,3,Biden +34.38%,D
Virginia,13,Biden +5.72%,D
Washington,12,Biden +19.3%,D
West Virginia,5,Trump +37.11%,R
Wisconsin,10,Biden +10.05%,D
Wyoming,3,Trump +47.87%,R
266,272
