name,ec,margin,winner
Alabama,9,Trump +21.25%,R
Alaska,3,Biden +2.35%,D
Arizona,11,Trump +2.84%,R
Arkansas,6,Trump +24.01%,R
California,55,Biden +25.57%,D
Colorado,9,Biden +4.88%,D
Connecticut,7,Biden +20.55%,D
District of Columbia,3,Biden +79.27%,D
Delaware,3,Biden +26.03%,D
Florida,29,Trump +3.65%,R
Georgia,16,Trump +10.36%,R
Hawaii,4,Biden +36.03%,D
Idaho,4,Trump +27.25%,R
Illinois,20,Biden +15.28%,D
Indiana,11,Trump +15.11%,R
Iowa,6,Trump +6.38%,R
Kansas,6,Trump +26.48%,R
Kentucky,8,Trump +18.82%,R
Louisiana,8,Trump +20.84%,R
Maine,2,Biden +6.97%,D
Maine 1st District,1,Biden +15.14%,D
Maine 2nd District,1,Biden +7.24%,D
Maryland,10,Biden +40.63%,D
Massachusetts,11,Biden +36.5%,D
Michigan,16,Trump +2.11%,R
Minnesota,10,Biden +13.22%,D
Mississippi,6,Trump +47.45%,R
Missouri,10,Trump +8.24%,R
Montana,3,Trump +13.98%,R
Nebraska,2,Trump +31.87%,R
Nebraska 1st District,1,Trump +32.76%,R
Nebraska 2nd District,1,Trump +5.55%,R
Nebraska 3rd District,1,Trump +32.63%,R
Nevada,6,Biden +0.35%,D
New Hampshire,4,Biden +15.15%,D
New Jersey,14,Biden +15.17%,D
New Mexico,5,Biden +4.91%,D
New York,29,Biden +21.79%,D
North Carolina,15,Biden +0.39%,D
North Dakota,3,Trump +15.14%,R
Ohio,18,Trump +6.94%,R
Oklahoma,7,Trump +36.03%,R
Oregon,7,Biden +9.44%,D
Pennsylvania,20,Biden +8.18%,D
Rhode Island,4,Biden +27.2%,D
South Carolina,9,Trump +15.12%,R
South Dakota,3,Trump +16.83%,R
Tennessee,11,Trump +12.72%,R
Texas,38,Trump +19.07%,R
Utah,6,Trump +14.43%,R
Vermont,3,Biden +33.9%,D
Virginia,13,Biden +6.91%,D
Washington,12,Biden +18.92%,D
West Virginia,5,Trump +36.62%,R
Wisconsin,10,Biden +10.58%,D
Wyoming,3,Trump +48.27%,R
281,257
