name,ec,margin,winner
Alabama,9,Trump +19.9%,R
Alaska,3,Biden +5.17%,D
Arizona,11,Trump +3.38%,R
Arkansas,6,Trump +25.68%,R
California,55,Biden +28.77%,D
Colorado,9,Biden +6.32%,D
Connecticut,7,Biden +19.17%,D
District of Columbia,3,Biden +78.24%,D
Delaware,3,Biden +28.89%,D
Florida,29,Trump +6.15%,R
Georgia,16,Trump +8.53%,R
Hawaii,4,Biden +35.72%,D
Idaho,4,Trump +27.11%,R
Illinois,20,Biden +14.95%,D
Indiana,11,Trump +15.38%,R
Iowa,6,Trump +8.64%,R
Kansas,6,Trump +25.86%,R
Kentucky,8,Trump +21.17%,R
Louisiana,8,Trump +17.94%,R
Maine,2,Biden +8.04%,D
Maine 1st District,1,Biden +15.15%,D
Maine 2nd District,1,Biden +6.82%,D
Maryland,10,Biden +42.72%,D
Massachusetts,11,Biden +37.61%,D
Michigan,16,Trump +1.11%,R
Minnesota,10,Biden +13.21%,D
Mississippi,6,Trump +48.33%,R
Missouri,10,Trump +6.96%,R
Montana,3,Trump +13.04%,R
Nebraska,2,Trump +32.64%,R
Nebraska 1st District,1,Trump +32.93%,R
Nebraska 2nd District,1,Trump +4.69%,R
Nebraska 3rd District,1,Trump +32.46%,R
Nevada,6,Biden +0.28%,D
New Hampshire,4,Biden +14.07%,D
New Jersey,14,Biden +14.59%,D
New Mexico,5,Biden +3.24%,D
New York,29,Biden +21.56%,D
North Carolina,15,Trump +0.4%,R
North Dakota,3,Trump +16.69%,R
Ohio,18,Trump +7.04%,R
Oklahoma,7,Trump +33.79%,R
Oregon,7,Biden +11.08%,D
Pennsylvania,20,Biden +8.69%,D
Rhode Island,4,Biden +24.15%,D
South Carolina,9,Trump +15.47%,R
South Dakota,3,Trump +17.9%,R
Tennessee,11,Trump +14.17%,R
Texas,38,Trump +16.19%,R
Utah,6,Trump +15.1%,R
Vermont,3,Biden +34.87%,D
Virginia,13,Biden +5.55%,D
Washington,12,Biden +20.87%,D
West Virginia,5,Trump +35.09%,R
Wisconsin,10,Biden +10.3%,D
Wyoming,3,Trump +49.43%,R
266,272
