name,ec,margin,winner
Alabama,9,Trump +23.17%,R
Alaska,3,Biden +3.13%,D
Arizona,11,Trump +2.01%,R
Arkansas,6,Trump +25.58%,R
California,55,Biden +24.71%,D
Colorado,9,Biden +6.25%,D
Connecticut,7,Biden +17.67%,D
District of Columbia,3,Biden +79.12%,D
Delaware,3,Biden +28.44%,D
Florida,29,Trump +4.0%,R
Georgia,16,Trump +7.65%,R
Hawaii,4,Biden +36.63%,D
Idaho,4,Trump +25.77%,R
Illinois,20,Biden +15.78%,D
Indiana,11,Trump +11.56%,R
Iowa,6,Trump +7.93%,R
Kansas,6,Trump +26.17%,R
Kentucky,8,Trump +20.14%,R
Louisiana,8,Trump +17.93%,R
Maine,2,Biden +5.84%,D
Maine 1st District,1,Biden +15.71%,D
Maine 2nd District,1,Biden +5.92%,D
Maryland,10,Biden +42.61%,D
Massachusetts,11,Biden +37.19%,D
Michigan,16,Trump +0.59%,R
Minnesota,10,Biden +11.43%,D
Mississippi,6,Trump +48.34%,R
Missouri,10,Trump +7.93%,R
Montana,3,Trump +14.0%,R
Nebraska,2,Trump +33.57%,R
Nebraska 1st District,1,Trump +33.9%,R
Nebraska 2nd District,1,Trump +6.47%,R
Nebraska 3rd District,1,Trump +33.55%,R
Nevada,6,Biden +1.0%,D
New Hampshire,4,Biden +15.34%,D
New Jersey,14,Biden +13.52%,D
New Mexico,5,Biden +2.94%,D
New York,29,Biden +23.5%,D
North Carolina,15,Trump +2.32%,R
North Dakota,3,Trump +17.48%,R
Ohio,18,Trump +9.19%,R
Oklahoma,7,Trump +34.14%,R
Oregon,7,Biden +10.81%,D
Pennsylvania,20,Biden +9.2%,D
Rhode Island,4,Biden +24.93%,D
South Carolina,9,Trump +16.41%,R
South Dakota,3,Trump +15.89%,R
Tennessee,11,Trump +14.31%,R
Texas,38,Trump +17.58%,R
Utah,6,Trump +15.22%,R
Vermont,3,Biden +34.83%,D
Virginia,13,Biden +7.71%,D
Washington,12,Biden +19.62%,D
West Virginia,5,Trump +38.0%,R
Wisconsin,10,Biden +9.28%,D
Wyoming,3,Trump +47.78%,R
266,272
