name,ec,margin,winner
Alabama,9,Trump +22.6%,R
Alaska,3,Biden +4.63%,D
Arizona,11,Trump +3.54%,R
Arkansas,6,Trump +24.49%,R
California,55,Biden +27.8%,D
Colorado,9,Biden +6.37%,D
Connecticut,7,Biden +18.72%,D
District of Columbia,3,Biden +77.72%,D
Delaware,3,Biden +26.63%,D
Florida,29,Trump +2.68%,R
Georgia,16,Trump +8.58%,R
Hawaii,4,Biden +35.91%,D
Idaho,4,Trump +25.29%,R
Illinois,20,Biden +14.25%,D
Indiana,11,Trump +14.57%,R
Iowa,6,Trump +6.87%,R
Kansas,6,Trump +25.79%,R
Kentucky,8,Trump +20.83%,R
Louisiana,8,Trump +19.09%,R
Maine,2,Biden +6.64%,D
Maine 1st District,1,Biden +14.99%,D
Maine 2nd District,1,Biden +5.98%,D
Maryland,10,Biden +42.03%,D
Massachusetts,11,Biden +39.53%,D
Michigan,16,Trump +1.08%,R
Minnesota,10,Biden +12.57%,D
Mississippi,6,Trump +46.7%,R
Missouri,10,Trump +6.51%,R
Montana,3,Trump +13.01%,R
Nebraska,2,Trump +31.05%,R
Nebraska 1st District,1,Trump +32.01%,R
Nebraska 2nd District,1,Trump +5.2%,R
Nebraska 3rd District,1,Trump +33.45%,R
Nevada,6,Biden +1.91%,D
New Hampshire,4,Biden +15.1%,D
New Jersey,14,Biden +14.64%,D
New Mexico,5,Biden +3.49%,D
New York,29,Biden +22.26%,D
North Carolina,15,Trump +2.07%,R
North Dakota,3,Trump +16.6%,R
Ohio,18,Trump +9.05%,R
Oklahoma,7,Trump +32.26%,R
Oregon,7,Biden +10.76%,D
Pennsylvania,20,Biden +8.03%,D
Rhode Island,4,Biden +26.86%,D
South Carolina,9,Trump +14.72%,R
South Dakota,3,Trump +18.37%,R
Tennessee,11,Trump +13.25%,R
Texas,38,Trump +16.67%,R
Utah,6,Trump +14.71%,R
Vermont,3,Biden +34.89%,D
Virginia,13,Biden +7.6%,D
Washington,12,Biden +20.24%,D
West Virginia,5,Trump +36.34%,R
Wisconsin,10,Biden +10.77%,D
Wyoming,3,Trump +47.58%,R
266,272
