name,ec,margin,winner
Alabama,9,Trump +23.09%,R
Alaska,3,Biden +3.97%,D
Arizona,11,Trump +2.2%,R
Arkansas,6,Trump +25.02%,R
California,55,Biden +27.68%,D
Colorado,9,Biden +4.8%,D
Connecticut,7,Biden +19.54%,D
District of Columbia,3,Biden +77.84%,D
Delaware,3,Biden +28.02%,D
Florida,29,Trump +4.9%,R
Georgia,16,Trump +8.69%,R
Hawaii,4,Biden +36.33%,D
Idaho,4,Trump +24.95%,R
Illinois,20,Biden +16.54%,D
Indiana,11,Trump +15.18%,R
Iowa,6,Trump +7.9%,R
Kansas,6,Trump +26.56%,R
Kentucky,8,Trump +19.17%,R
Louisiana,8,Trump +18.3%,R
Maine,2,Biden +5.27%,D
Maine 1st District,1,Biden +15.3%,D
Maine 2nd District,1,Biden +5.03%,D
Maryland,10,Biden +40.59%,D
Massachusetts,11,Biden +36.31%,D
Michigan,16,Trump +1.04%,R
Minnesota,10,Biden +14.3%,D
Mississippi,6,Trump +48.2%,R
Missouri,10,Trump +8.73%,R
Montana,3,Trump +12.19%,R
Nebraska,2,Trump +32.09%,R
Nebraska 1st District,1,Trump +32.92%,R
Nebraska 2nd District,1,Trump +5.78%,R
Nebraska 3rd District,1,Trump +31.57%,R
Nevada,6,Trump +0.58%,R
New Hampshire,4,Biden +14.3%,D
New Jersey,14,Biden +15.24%,D
New Mexico,5,Biden +3.11%,D
New York,29,Biden +24.11%,D
North Carolina,15,Trump +1.24%,R
North Dakota,3,Trump +16.23%,R
Ohio,18,Trump +9.51%,R
Oklahoma,7,Trump +35.42%,R
Oregon,7,Biden +10.86%,D
Pennsylvania,20,Biden +8.19%,D
Rhode Island,4,Biden +24.89%,D
South Carolina,9,Trump +16.22%,R
South Dakota,3,Trump +19.1%,R
Tennessee,11,Trump +13.97%,R
Texas,38,Trump +18.74%,R
Utah,6,Trump +16.07%,R
Vermont,3,Biden +34.89%,D
Virginia,13,Biden +5.74%,D
Washington,12,Biden +18.82%,D
West Virginia,5,Trump +36.46%,R
Wisconsin,10,Biden +10.81%,D
Wyoming,3,Trump +48.42%,R
260,278
