name,ec,margin,winner
Alabama,9,Trump +21.7%,R
Alaska,3,Biden +3.46%,D
Arizona,11,Trump +1.66%,R
Arkansas,6,Trump +24.49%,R
California,55,Biden +23.88%,D
Colorado,9,Biden +7.01%,D
Connecticut,7,Biden +20.22%,D
District of Columbia,3,Biden +78.59%,D
Delaware,3,Biden +28.25%,D
Florida,29,Trump +3.59%,R
Georgia,16,Trump +8.31%,R
Hawaii,4,Biden +36.88%,D
Idaho,4,Trump +25.5%,R
Illinois,20,Biden +15.82%,D
Indiana,11,Trump +14.55%,R
Iowa,6,Trump +8.19%,R
Kansas,6,Trump +27.16%,R
Kentucky,8,Trump +19.29%,R
Louisiana,8,Trump +19.07%,R
Maine,2,Biden +7.67%,D
Maine 1st District,1,Biden +17.7%,D
Maine 2nd District,1,Biden +4.86%,D
Maryland,10,Biden +42.48%,D
Massachusetts,11,Biden +38.36%,D
Michigan,16,Trump +0.71%,R
Minnesota,10,Biden +13.82%,D
Mississippi,6,Trump +48.15%,R
Missouri,10,Trump +9.68%,R
Montana,3,Trump +12.85%,R
Nebraska,2,Trump +32.71%,R
Nebraska 1st District,1,Trump +32.41%,R
Nebraska 2nd District,1,Trump +5.2%,R
Nebraska 3rd District,1,Trump +32.47%,R
Nevada,6,Biden +1.5%,D
New Hampshire,4,Biden +13.18%,D
New Jersey,14,Biden +13.99%,D
New Mexico,5,Biden +2.14%,D
New York,29,Biden +22.98%,D
North Carolina,15,Biden +0.66%,D
North Dakota,3,Trump +15.86%,R
Ohio,18,Trump +7.6%,R
Oklahoma,7,Trump +33.64%,R
Oregon,7,Biden +11.12%,D
Pennsylvania,20,Biden +9.35%,D
Rhode Island,4,Biden +24.05%,D
South Carolina,9,Trump +14.79%,R
South Dakota,3,Trump +17.11%,R
Tennessee,11,Trump +13.12%,R
Texas,38,Trump +17.09%,R
Utah,6,Trump +14.88%,R
Vermont,3,Biden +33.64%,D
Virginia,13,Biden +6.0%,D
Washington,12,Biden +19.86%,D
West Virginia,5,Trump +36.64%,R
Wisconsin,10,Biden +10.69%,D
Wyoming,3,Trump +47.4%,R
281,257
