name,ec,margin,winner
Alabama,9,Trump +21.13%,R
Alaska,3,Biden +3.06%,D
Arizona,11,Trump +2.75%,R
Arkansas,6,Trump +25.52%,R
California,55,Biden +28.28%,D
Colorado,9,Biden +5.55%,D
Connecticut,7,Biden +19.95%,D
District of Columbia,3,Biden +76.86%,D
Delaware,3,Biden +27.55%,D
Florida,29,Trump +2.39%,R
Georgia,16,Trump +10.3%,R
Hawaii,4,Biden +37.32%,D
Idaho,4,Trump +24.67%,R
Illinois,20,Biden +14.62%,D
Indiana,11,Trump +14.37%,R
Iowa,6,Trump +7.98%,R
Kansas,6,Trump +25.72%,R
Kentucky,8,Trump +20.04%,R
Louisiana,8,Trump +18.37%,R
Maine,2,Biden +7.2%,D
Maine 1st District,1,Biden +16.73%,D
Maine 2nd District,1,Biden +6.6%,D
Maryland,10,Biden +40.1%,D
Massachusetts,11,Biden +36.58%,D
Michigan,16,Trump +1.67%,R
Minnesota,10,Biden +10.38%,D
Mississippi,6,Trump +48.0%,R
Missouri,10,Trump +7.85%,R
Montana,3,Trump +11.88%,R
Nebraska,2,Trump +30.91%,R
Nebraska 1st District,1,Trump +34.02%,R
Nebraska 2nd District,1,Trump +4.48%,R
Nebraska 3rd District,1,Trump +32.98%,R
Nevada,6,Biden +1.42%,D
New Hampshire,4,Biden +12.74%,D
New Jersey,14,Biden +13.18%,D
New Mexico,5,Biden +5.61%,D
New York,29,Biden +22.7%,D
North Carolina,15,Trump +0.76%,R
North Dakota,3,Trump +17.08%,R
Ohio,18,Trump +8.94%,R
Oklahoma,7,Trump +33.27%,R
Oregon,7,Biden +10.12%,D
Pennsylvania,20,Biden +9.46%,D
Rhode Island,4,Biden +25.4%,D
South Carolina,9,Trump +14.1%,R
South Dakota,3,Trump +17.5%,R
Tennessee,11,Trump +11.01%,R
Texas,38,Trump +19.47%,R
Utah,6,Trump +12.61%,R
Vermont,3,Biden +34.58%,D
Virginia,13,Biden +5.56%,D
Washington,12,Biden +21.96%,D
West Virginia,5,Trump +36.88%,R
Wisconsin,10,Biden +9.29%,D
Wyoming,3,Trump +49.09%,R
266,256
