name,ec,margin,winner
Alabama,9,Trump +21.87%,R
Alaska,3,Biden +3.49%,D
Arizona,11,Trump +4.49%,R
Arkansas,6,Trump +24.47%,R
California,55,Biden +27.87%,D
Colorado,9,Biden +6.13%,D
Connecticut,7,Biden +20.25%,D
District of Columbia,3,Biden +78.75%,D
Delaware,3,Biden +27.27%,D
Florida,29,Trump +3.51%,R
Georgia,16,Trump +7.87%,R
Hawaii,4,Biden +35.21%,D
Idaho,4,Trump +25.34%,R
Illinois,20,Biden +16.01%,D
Indiana,11,Trump +12.75%,R
Iowa,6,Trump +7.34%,R
Kansas,6,Trump +27.63%,R
Kentucky,8,Trump +18.48%,R
Louisiana,8,Trump +21.48%,R
Maine,2,Biden +5.47%,D
Maine 1st District,1,Biden +14.76%,D
Maine 2nd District,1,Biden +5.92%,D
Maryland,10,Biden +41.35%,D
Massachusetts,11,Biden +38.68%,D
Michigan,16,Trump +0.56%,R
Minnesota,10,Biden +12.09%,D
Mississippi,6,Trump +47.02%,R
Missouri,10,Trump +7.21%,R
Montana,3,Trump +13.87%,R
Nebraska,2,Trump +33.67%,R
Nebraska 1st District,1,Trump +34.1%,R
Nebraska 2nd District,1,Trump +3.56%,R
Nebraska 3rd District,1,Trump +32.37%,R
Nevada,6,Biden +0.45%,D
New Hampshire,4,Biden +13.98%,D
New Jersey,14,Biden +14.2%,D
New Mexico,5,Biden +3.34%,D
New York,29,Biden +21.55%,D
North Carolina,15,Trump +1.84%,R
North Dakota,3,Trump +15.85%,R
Ohio,18,Trump +7.78%,R
Oklahoma,7,Trump +34.16%,R
Oregon,7,Biden +11.53%,D
Pennsylvania,20,Biden +9.15%,D
Rhode Island,4,Biden +27.04%,D
South Carolina,9,Trump +16.52%,R
South Dakota,3,Trump +18.99%,R
Tennessee,11,Trump +12.0%,R
Texas,38,Trump +18.25%,R
Utah,6,Trump +13.76%,R
Vermont,3,Biden +33.58%,D
Virginia,13,Biden +7.98%,D
Washington,12,Biden +19.51%,D
West Virginia,5,Trump +34.58%,R
Wisconsin,10,Biden +10.74%,D
Wyoming,3,Trump +48.53%,R
266,272
