name,ec,margin,winner
Alabama,9,Trump +20.41%,R
Alaska,3,Biden +3.63%,D
Arizona,11,Trump +3.32%,R
Arkansas,6,Trump +25.45%,R
California,55,Biden +27.32%,D
Colorado,9,Biden +6.08%,D
Connecticut,7,Biden +19.53%,D
District of Columbia,3,Biden +78.8%,D
Delaware,3,Biden +27.79%,D
Florida,29,Trump +3.8%,R
Georgia,16,Trump +7.95%,R
Hawaii,4,Biden +36.1%,D
Idaho,4,Trump +24.61%,R
Illinois,20,Biden +14.58%,D
Indiana,11,Trump +13.53%,R
Iowa,6,Trump +5.55%,R
Kansas,6,Trump +27.65%,R
Kentucky,8,Trump +18.92%,R
Louisiana,8,Trump +19.85%,R
Maine,2,Biden +6.09%,D
Maine 1st District,1,Biden +15.45%,D
Maine 2nd District,1,Biden +4.87%,D
Maryland,10,Biden +42.8%,D
Massachusetts,11,Biden +38.7%,D
Michigan,16,Trump +1.0%,R
Minnesota,10,Biden +14.03%,D
Mississippi,6,Trump +49.69%,R
Missouri,10,Trump +7.27%,R
Montana,3,Trump +11.72%,R
Nebraska,2,Trump +32.0%,R
Nebraska 1st District,1,Trump +32.98%,R
Nebraska 2nd District,1,Trump +4.32%,R
Nebraska 3rd District,1,Trump +30.7%,R
Nevada,6,Biden +0.18%,D
New Hampshire,4,Biden +13.73%,D
New Jersey,14,Biden +15.99%,D
New Mexico,5,Biden +0.66%,D
New York,29,Biden +23.02%,D
North Carolina,15,Trump +1.12%,R
North Dakota,3,Trump +16.74%,R
Ohio,18,Trump +9.53%,R
Oklahoma,7,Trump +34.63%,R
Oregon,7,Biden +11.0%,D
Pennsylvania,20,Biden +8.24%,D
Rhode Island,4,Biden +25.0%,D
South Carolina,9,Trump +14.59%,R
South Dakota,3,Trump +17.79%,R
Tennessee,11,Trump +14.23%,R
Texas,38,Trump +19.72%,R
Utah,6,Trump +15.1%,R
Vermont,3,Biden +33.72%,D
Virginia,13,Biden +5.48%,D
Washington,12,Biden +18.61%,D
West Virginia,5,Trump +37.54%,R
Wisconsin,10,Biden +12.2%,D
Wyoming,3,Trump +49.23%,R
266,272
