name,ec,margin,winner
Alabama,9,Trump +22.53%,R
Alaska,3,Biden +3.34%,D
Arizona,11,Trump +3.48%,R
Arkansas,6,Trump +26.34%,R
California,55,Biden +24.91%,D
Colorado,9,Biden +6.77%,D
Connecticut,7,Biden +20.03%,D
District of Columbia,3,Biden +79.68%,D
Delaware,3,Biden +27.8%,D
Florida,29,Trump +5.85%,R
Georgia,16,Trump +7.49%,R
Hawaii,4,Biden +35.72%,D
Idaho,4,Trump +24.47%,R
Illinois,20,Biden +15.2%,D
Indiana,11,Trump +14.35%,R
Iowa,6,Trump +6.21%,R
Kansas,6,Trump +29.32%,R
Kentucky,8,Trump +18.87%,R
Louisiana,8,Trump +19.55%,R
Maine,2,Biden +6.99%,D
Maine 1st District,1,Biden +17.76%,D
Maine 2nd District,1,Biden +6.6%,D
Maryland,10,Biden +40.63%,D
Massachusetts,11,Biden +38.49%,D
Michigan,16,Trump +1.09%,R
Minnesota,10,Biden +12.21%,D
Mississippi,6,Trump +46.31%,R
Missouri,10,Trump +7.37%,R
Montana,3,Trump +12.97%,R
Nebraska,2,Trump +34.34%,R
Nebraska 1st District,1,Trump +32.43%,R
Nebraska 2nd District,1,Trump +4.19%,R
Nebraska 3rd District,1,Trump +32.81%,R
Nevada,6,Trump +0.63%,R
New Hampshire,4,Biden +13.85%,D
New Jersey,14,Biden +15.64%,D
New Mexico,5,Biden +4.28%,D
New York,29,Biden +21.29%,D
North Carolina,15,Trump +1.08%,R
North Dakota,3,Trump +16.52%,R
Ohio,18,Trump +8.76%,R
Oklahoma,7,Trump +33.25%,R
Oregon,7,Biden +11.3%,D
Pennsylvania,20,Biden +8.97%,D
Rhode Island,4,Biden +25.18%,D
South Carolina,9,Trump +14.24%,R
South Dakota,3,Trump +18.68%,R
Tennessee,11,Trump +13.3%,R
Texas,38,Trump +20.03%,R
Utah,6,Trump +15.69%,R
Vermont,3,Biden +36.0%,D
Virginia,13,Biden +6.16%,D
Washington,12,Biden +21.49%,D
West Virginia,5,Trump +36.53%,R
Wisconsin,10,Biden +9.06%,D
Wyoming,3,Trump +47.77%,R
260,278
