name,ec,margin,winner
Alabama,9,Trump +21.9%,R
Alaska,3,Biden +4.12%,D
Arizona,11,Trump +3.01%,R
Arkansas,6,Trump +24.08%,R
California,55,Biden +26.21%,D
Colorado,9,Biden +4.66%,D
Connecticut,7,Biden +18.31%,D
District of Columbia,3,Biden +79.27%,D
Delaware,3,Biden +28.25%,D
Florida,29,Trump +5.02%,R
Georgia,16,Trump +8.8%,R
Hawaii,4,Biden +35.33%,D
Idaho,4,Trump +26.05%,R
Illinois,20,Biden +15.66%,D
Indiana,11,Trump +13.19%,R
Iowa,6,Trump +5.41%,R
Kansas,6,Trump +27.92%,R
Kentucky,8,Trump +20.13%,R
Louisiana,8,Trump +17.5%,R
Maine,2,Biden +6.84%,D
Maine 1st District,1,Biden +17.44%,D
Maine 2nd District,1,Biden +6.26%,D
Maryland,10,Biden +42.54%,D
Massachusetts,11,Biden +39.26%,D
Michigan,16,Trump +0.16%,R
Minnesota,10,Biden +11.83%,D
Mississippi,6,Trump +50.13%,R
Missouri,10,Trump +7.45%,R
Montana,3,Trump +13.09%,R
Nebraska,2,Trump +32.25%,R
Nebraska 1st District,1,Trump +31.9%,R
Nebraska 2nd District,1,Trump +4.36%,R
Nebraska 3rd District,1,Trump +34.03%,R
Nevada,6,Biden +0.19%,D
New Hampshire,4,Biden +14.43%,D
New Jersey,14,Biden +13.9%,D
New Mexico,5,Biden +4.04%,D
New York,29,Biden +23.07%,D
North Carolina,15,Trump +1.14%,R
North Dakota,3,Trump +15.08%,R
Ohio,18,Trump +7.41%,R
Oklahoma,7,Trump +33.68%,R
Oregon,7,Biden +11.49%,D
Pennsylvania,20,Biden +9.73%,D
Rhode Island,4,Biden +25.93%,D
South Carolina,9,Trump +14.64%,R
South Dakota,3,Trump +19.2%,R
Tennessee,11,Trump +13.53%,R
Texas,38,Trump +20.27%,R
Utah,6,Trump +14.52%,R
Vermont,3,Biden +34.96%,D
Virginia,13,Biden +6.0%,D
Washington,12,Biden +18.47%,D
West Virginia,5,Trump +36.9%,R
Wisconsin,10,Biden +9.24%,D
Wyoming,3,Trump +48.59%,R
266,272
