name,ec,margin,winner
Alabama,9,Trump +21.54%,R
Alaska,3,Biden +5.39%,D
Arizona,11,Trump +2.76%,R
Arkansas,6,Trump +23.91%,R
California,55,Biden +27.51%,D
Colorado,9,Biden +5.82%,D
Connecticut,7,Biden +17.45%,D
District of Columbia,3,Biden +78.13%,D
Delaware,3,Biden +25.53%,D
Florida,29,Trump +2.46%,R
Georgia,16,Trump +8.21%,R
Hawaii,4,Biden +36.03%,D
Idaho,4,Trump +26.13%,R
Illinois,20,Biden +16.28%,D
Indiana,11,Trump +14.78%,R
Iowa,6,Trump +9.16%,R
Kansas,6,Trump +27.62%,R
Kentucky,8,Trump +19.19%,R
Louisiana,8,Trump +19.9%,R
Maine,2,Biden +5.26%,D
Maine 1st District,1,Biden +14.39%,D
Maine 2nd District,1,Biden +7.05%,D
Maryland,10,Biden +40.68%,D
Massachusetts,11,Biden +35.96%,D
Michigan,16,Trump +0.98%,R
Minnesota,10,Biden +12.05%,D
Mississippi,6,Trump +47.48%,R
Missouri,10,Trump +8.23%,R
Montana,3,Trump +14.5%,R
Nebraska,2,Trump +31.85%,R
Nebraska 1st District,1,Trump +31.68%,R
Nebraska 2nd District,1,Trump +4.07%,R
Nebraska 3rd District,1,Trump +32.35%,R
Nevada,6,Trump +0.59%,R
New Hampshire,4,Biden +15.76%,D
New Jersey,14,Biden +13.59%,D
New Mexico,5,Biden +2.79%,D
New York,29,Biden +21.95%,D
North Carolina,15,Trump +0.9%,R
North Dakota,3,Trump +17.03%,R
Ohio,18,Trump +7.34%,R
Oklahoma,7,Trump +33.2%,R
Oregon,7,Biden +10.29%,D
Pennsylvania,20,Biden +8.79%,D
Rhode Island,4,Biden +25.26%,D
South Carolina,9,Trump +13.38%,R
South Dakota,3,Trump +17.89%,R
Tennessee,11,Trump +12.41%,R
Texas,38,Trump +16.62%,R
Utah,6,Trump +13.43%,R
Vermont,3,Biden +34.08%,D
Virginia,13,Biden +7.98%,D
Washington,12,Biden +20.13%,D
West Virginia,5,Trump +37.02%,R
Wisconsin,10,Biden +10.12%,D
Wyoming,3,Trump +49.4%,R
260,278
