name,ec,margin,winner
Alabama,9,Trump +21.24%,R
Alaska,3,Biden +3.79%,D
Arizona,11,Trump +2.21%,R
Arkansas,6,Trump +24.88%,R
California,55,Biden +27.48%,D
Colorado,9,Biden +5.56%,D
Connecticut,7,Biden +19.06%,D
District of Columbia,3,Biden +78.89%,D
Delaware,3,Biden +28.12%,D
Florida,29,Trump +2.96%,R
Georgia,16,Trump +7.66%,R
Hawaii,4,Biden +37.13%,D
Idaho,4,Trump +24.7%,R
Illinois,20,Biden +16.72%,D
Indiana,11,Trump +15.65%,R
Iowa,6,Trump +6.82%,R
Kansas,6,Trump +28.19%,R
Kentucky,8,Trump +19.37%,R
Louisiana,8,Trump +18.0%,R
Maine,2,Biden +7.52%,D
Maine 1st District,1,Biden +15.56%,D
Maine 2nd District,1,Biden +6.93%,D
Maryland,10,Biden +40.99%,D
Massachusetts,11,Biden +37.22%,D
Michigan,16,Biden +0.43%,D
Minnesota,10,Biden +10.52%,D
Mississippi,6,Trump +47.64%,R
Missouri,10,Trump +9.08%,R
Montana,3,Trump +12.51%,R
Nebraska,2,Trump +30.49%,R
Nebraska 1st District,1,Trump +32.22%,R
Nebraska 2nd District,1,Trump +5.24%,R
Nebraska 3rd District,1,Trump +32.28%,R
Nevada,6,Biden +0.62%,D
New Hampshire,4,Biden +12.91%,D
New Jersey,14,Biden +13.1%,D
New Mexico,5,Biden +2.64%,D
New York,29,Biden +23.51%,D
North Carolina,15,Trump +0.48%,R
North Dakota,3,Trump +14.56%,R
Ohio,18,Trump +7.46%,R
Oklahoma,7,Trump +33.33%,R
Oregon,7,Biden +10.83%,D
Pennsylvania,20,Biden +8.56%,D
Rhode Island,4,Biden +25.27%,D
South Carolina,9,Trump +15.85%,R
South Dakota,3,Trump +18.73%,R
Tennessee,11,Trump +12.5%,R
Texas,38,Trump +17.79%,R
Utah,6,Trump +14.07%,R
Vermont,3,Biden +36.39%,D
Virginia,13,Biden +6.46%,D
Washington,12,Biden +18.91%,D
West Virginia,5,Trump +36.92%,R
Wisconsin,10,Biden +10.64%,D
Wyoming,3,Trump +49.27%,R
282,256
