name,ec,margin,winner
Alabama,9,Trump +21.58%,R
Alaska,3,Biden +3.81%,D
Arizona,11,Trump +1.18%,R
Arkansas,6,Trump +25.03%,R
California,55,Biden +27.34%,D
Colorado,9,Biden +5.49%,D
Connecticut,7,Biden +20.27%,D
District of Columbia,3,Biden +78.8%,D
Delaware,3,Biden +26.95%,D
Florida,29,Trump +2.98%,R
Georgia,16,Trump +9.78%,R
Hawaii,4,Biden +35.71%,D
Idaho,4,Trump +25.52%,R
Illinois,20,Biden +15.46%,D
Indiana,11,Trump +13.69%,R
Iowa,6,Trump +8.53%,R
Kansas,6,Trump +26.78%,R
Kentucky,8,Trump +19.11%,R
Louisiana,8,Trump +17.32%,R
Maine,2,Biden +6.01%,D
Maine 1st District,1,Biden +17.29%,D
Maine 2nd District,1,Biden +7.72%,D
Maryland,10,Biden +41.67%,D
Massachusetts,11,Biden +38.39%,D
Michigan,16,Trump +1.28%,R
Minnesota,10,Biden +11.3%,D
Mississippi,6,Trump +47.99%,R
Missouri,10,Trump +7.68%,R
Montana,3,Trump +12.57%,R
Nebraska,2,Trump +33.4%,R
Nebraska 1st District,1,Trump +33.64%,R
Nebraska 2nd District,1,Trump +3.48%,R
Nebraska 3rd District,1,Trump +34.55%,R
Nevada,6,Trump +0.98%,R
New Hampshire,4,Biden +14.1%,D
New Jersey,14,Biden +13.53%,D
New Mexico,5,Biden +4.64%,D
New York,29,Biden +21.65%,D
North Carolina,15,Trump +1.02%,R
North Dakota,3,Trump +16.61%,R
Ohio,18,Trump +7.42%,R
Oklahoma,7,Trump +35.09%,R
Oregon,7,Biden +13.39%,D
Pennsylvania,20,Biden +9.41%,D
Rhode Island,4,Biden +24.64%,D
South Carolina,9,Trump +13.75%,R
South Dakota,3,Trump +19.09%,R
Tennessee,11,Trump +12.28%,R
Texas,38,Trump +19.79%,R
Utah,6,Trump +16.02%,R
Vermont,3,Biden +34.85%,D
Virginia,13,Biden +8.1%,D
Washington,12,Biden +19.98%,D
West Virginia,5,Trump +36.81%,R
Wisconsin,10,Biden +8.24%,D
Wyoming,3,Trump +47.2%,R
260,278
