name,ec,margin,winner
Alabama,9,Trump +20.51%,R
Alaska,3,Biden +3.37%,D
Arizona,11,Trump +3.34%,R
Arkansas,6,Trump +25.16%,R
California,55,Biden +26.74%,D
Colorado,9,Biden +6.02%,D
Connecticut,7,Biden +19.57%,D
District of Columbia,3,Biden +80.47%,D
Delaware,3,Biden +25.68%,D
Florida,29,Trump +3.71%,R
Georgia,16,Trump +9.87%,R
Hawaii,4,Biden +36.2%,D
Idaho,4,Trump +25.31%,R
Illinois,20,Biden +14.33%,D
Indiana,11,Trump +15.25%,R
Iowa,6,Trump +6.01%,R
Kansas,6,Trump +27.84%,R
Kentucky,8,Trump +18.81%,R
Louisiana,8,Trump +19.95%,R
Maine,2,Biden +7.66%,D
Maine 1st District,1,Biden +15.5%,D
Maine 2nd District,1,Biden +6.93%,D
Maryland,10,Biden +41.29%,D
Massachusetts,11,Biden +37.47%,D
Michigan,16,Trump +0.19%,R
Minnesota,10,Biden +13.52%,D
Mississippi,6,Trump +48.05%,R
Missouri,10,Trump +6.43%,R
Montana,3,Trump +14.4%,R
Nebraska,2,Trump +33.53%,R
Nebraska 1st District,1,Trump +30.98%,R
Nebraska 2nd District,1,Trump +4.61%,R
Nebraska 3rd District,1,Trump +33.26%,R
Nevada,6,Biden +0.99%,D
New Hampshire,4,Biden +14.28%,D
New Jersey,14,Biden +13.89%,D
New Mexico,5,Biden +3.63%,D
New York,29,Biden +22.64%,D
North Carolina,15,Trump +3.34%,R
North Dakota,3,Trump +17.01%,R
Ohio,18,Trump +7.34%,R
Oklahoma,7,Trump +32.21%,R
Oregon,7,Biden +10.81%,D
Pennsylvania,20,Biden +10.15%,D
Rhode Island,4,Biden +25.27%,D
South Carolina,9,Trump +16.66%,R
South Dakota,3,Trump +17.89%,R
Tennessee,11,Trump +14.22%,R
Texas,38,Trump +17.98%,R
Utah,6,Trump +15.94%,R
Vermont,3,Biden +32.41%,D
Virginia,13,Biden +6.06%,D
Washington,12,Biden +20.51%,D
West Virginia,5,Trump +34.98%,R
Wisconsin,10,Biden +9.81%,D
Wyoming,3,Trump +47.36%,R
266,272
