name,ec,margin,winner
Alabama,9,Trump +20.38%,R
Alaska,3,Biden +1.85%,D
Arizona,11,Trump +3.72%,R
Arkansas,6,Trump +24.62%,R
California,55,Biden +27.13%,D
Colorado,9,Biden +6.93%,D
Connecticut,7,Biden +20.42%,D
District of Columbia,3,Biden +78.41%,D
Delaware,3,Biden +27.41%,D
Florida,29,Trump +2.09%,R
Georgia,16,Trump +8.27%,R
Hawaii,4,Biden +37.15%,D
Idaho,4,Trump +27.15%,R
Illinois,20,Biden +16.34%,D
Indiana,11,Trump +15.42%,R
Iowa,6,Trump +7.25%,R
Kansas,6,Trump +26.45%,R
Kentucky,8,Trump +20.2%,R
Louisiana,8,Trump +19.26%,R
Maine,2,Biden +6.66%,D
Maine 1st District,1,Biden +15.35%,D
Maine 2nd District,1,Biden +6.39%,D
Maryland,10,Biden +41.92%,D
Massachusetts,11,Biden +37.25%,D
Michigan,16,Trump +1.51%,R
Minnesota,10,Biden +11.68%,D
Mississippi,6,Trump +47.51%,R
Missouri,10,Trump +7.95%,R
Montana,3,Trump +13.47%,R
Nebraska,2,Trump +32.59%,R
Nebraska 1st District,1,Trump +33.83%,R
Nebraska 2nd District,1,Trump +5.2%,R
Nebraska 3rd District,1,Trump +32.47%,R
Nevada,6,Trump +0.46%,R
New Hampshire,4,Biden +14.43%,D
New Jersey,14,Biden +16.58%,D
New Mexico,5,Biden +1.95%,D
New York,29,Biden +22.13%,D
North Carolina,15,Biden +0.46%,D
North Dakota,3,Trump +16.27%,R
Ohio,18,Trump +7.41%,R
Oklahoma,7,Trump +33.91%,R
Oregon,7,Biden +12.41%,D
Pennsylvania,20,Biden +10.48%,D
Rhode Island,4,Biden +26.12%,D
South Carolina,9,Trump +14.81%,R
South Dakota,3,Trump +18.76%,R
Tennessee,11,Trump +14.02%,R
Texas,38,Trump +18.07%,R
Utah,6,Trump +13.03%,R
Vermont,3,Biden +34.08%,D
Virginia,13,Biden +8.28%,D
Washington,12,Biden +18.49%,D
West Virginia,5,Trump +38.44%,R
Wisconsin,10,Biden +10.29%,D
Wyoming,3,Trump +48.64%,R
275,263
